AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
2021;160000188;160000121;12;;;12;161;0;0;161;2348;0;0;2348;3;;;3;96;0;0;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;347;1030;6;53;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;2.45;2.45;;;;;;;1;;3.45;;;5;;54;48;22;2;10;141;;1;15;4;2;4;;;;44;68;209;;4.42;;47.4;41.15;16.92;1.17;8.2;119.26;;0.29;13.24;2.72;1.39;3.03;;;;44.61;63.89;183.15;;;;;;;;;;;;;;;;;;;;;
2021;160000303;160006037;53;;;53;2256;0;0;2256;13620;0;0;13620;4;;;4;31;0;0;31;;26759;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112;786;1753;5;80;37;;;1;8938;0;;1;0;0;0;1;649;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;0;22;5;7;;;;;;3;1;26;;;;;;;;;;;;;25.58;6.18;7.65;;;;;;2.11;0.89;28.58;;;5;;81;121;56;6;24;293;2;;26;3;1;6;9;6;;53;105;398;;2.94;;77.81;115.91;44.67;3.51;20.97;265.81;2.17;;21.01;2.59;0.43;5.18;7.78;5.91;;47.08;91.72;357.53;1;0;1;1;0;0;0;;;;;1;0;;;;;;;2;3
2021;160000311;160000485;27;;;27;2978;0;0;2978;7442;0;0;7442;2;;;2;323;0;0;323;;35766;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;216;0;0;30;19;;;1;10286;0;;1;0;0;0;1;159;;;;;;;;;;;0;;0;;0;0;0;0;0;;;23;;13;;2;1;;;1;;26;3;;;;;;;;;;;;17.48;0.09;9.94;;0.68;0.48;;;1.11;;19.27;2.67;;5;1;39;57;24;2;5;133;1;;32;1;1;5;;9;2;24;74;207;;3.94;1;38.82;52.14;23.66;1.22;3.48;124.26;1.43;;30.8;0.85;0.85;4.46;;9;2;23.7;72.24;196.5;;;;;;;;;;;;1;;;;;;;;;
2021;160000337;160000493;29;0;0;29;2083;0;0;2083;7863;0;0;7863;1;0;0;1;6;0;0;6;;22551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;252;0;;;;;;1;9588;0;;1;0;0;0;1;564;;;;;;;;;;;0;;0;;0;0;0;0;0;;;9;4;;;1;;;;;;10;2;;;;;;;;;;;;7.72;3.52;;;0.48;;;;;;8.2;1.61;;3;1;48;50;28;3;5;138;1;;31;3;2;4;;7;;17;63;201;;2.25;1;40.3;49.07;25.29;1.49;3.86;123.26;0.25;;25.71;2.09;1.9;2.97;;6.81;;15.02;52.85;176.11;;;;;;;;;;;;1;;;;;;;;1;
2021;160000360;160014411;10;;;10;147;0;0;147;2157;0;0;2157;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;37;0;;65;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;2.62;2.62;;;;;;;0.6;;3.22;;;1;;6;8;12;4;;31;2;;3;3;;2;;;;10;20;51;;0.3;;5.28;6.51;7.92;1.9;;21.91;0.36;;0.72;0.77;;0.35;;;;3.6;5.8;27.71;;;;;;;;;;;;;;;;;;;;;
2021;170000079;170780142;11;;;11;47;0;0;47;763;0;0;763;1;;;1;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;173;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;1;5;;18;18;;;;;;;;;18;1.5;1.5;;;;;;;0.6;0.1;2.2;;;1;;8;15;2;;2;28;;;10;;;1;;;;26;37;65;;1;;7.82;13.5;2;;2;26.32;;;9.4;;;1;;;;24.1;34.5;60.82;;;;;;;;;;;;;;;;;;;;;
2021;170000178;170780266;10;;;10;245;0;0;245;3292;0;0;3292;1;;;1;42;0;0;42;;310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;688;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;3;;7;;;;;;;;;;;;;4;3;;;;;;;1.11;;5.11;;;2;;17;56;26;1;6;108;1;1;12;3;2;2;;1;;27;47;155;;2;;15.86;48.58;22.89;1;4.56;94.89;0.38;0.18;11.23;2.11;1.11;1.93;;0.37;;26.61;42.81;137.7;;;;;;;;;;;;;;;;;;;;;
2021;190000034;190000067;15;;;15;231;0;0;231;3776;0;0;3776;0;;;0;0;0;0;0;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;171;0;;30;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;1;;4;;1;1;;;;;;;;;1;2.5;1.5;;;;;;;1;;3.5;;;2;;21;24;14;1;2;64;1;;9;1;1;2;;;;19;32;96;;1.4;;20.16;23.08;12.5;0.4;2;59.54;0.2;;8.66;0.62;0.62;1.6;;;;18.03;29.11;88.65;;;;;;;;;;;;;;;;;;;;;
2021;210987582;210780631;8;;;8;139;0;0;139;2253;0;0;2253;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;152;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;2;2;;;;;;;;;2;0.7;0.7;;;;;;;0.61;;1.31;;;1;;6;9;4;1;1;22;1;;1;2;1;1;;;;8;13;35;;0.97;;5.64;9.66;3.36;0.2;0.11;19.94;0.5;;1;1;0.6;0.12;;;;6.44;9.06;29;;;;;;;;;;;;;;;;;;;;;
2021;210987665;210012142;52;;;52;1857;0;0;1857;10711;0;0;10711;2;;1;3;2;0;29;31;;14492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;237;37;1;;;;;1;10641;0;;1;0;0;0;1;284;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;15;4;6;1;1;;;;3;;19;1;;;;;;;;;;;;12.74;3.41;7.03;1;0.15;0.1;;;2.5;;15.39;1;3;4;;47;48;21;1;3;127;;;18;3;1;8;;7;;26;62;189;2.19;4.02;;46.3;47.82;21.17;0.3;2.95;124.75;;;16.63;2.38;1;7.82;;7.07;;26.98;60.88;185.63;;;;;;;;;;;;1;0;;;;;;;;
2021;210987673;210012142;35;;;35;638;0;0;638;7310;0;0;7310;2;;;2;230;0;0;230;;12204;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;580;2087;8;30;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;6;;;1;;;;;;10;3;;;;;;;;;;;;9.14;5.06;;;0.05;;;;0.5;;9.69;3;1;4;1;41;57;17;2;6;129;;;38;4;1;1;;1;;36;80;209;0.37;4.01;1;41.52;56.87;15.69;1.86;5.67;126.99;;;34.11;3.37;1;1;;0.7;;36.96;76.14;203.13;;;;;;;;;;;;;;;;;;;;;
2021;210987681;210012142;25;;;25;567;0;0;567;5919;0;0;5919;2;;;2;33;0;0;33;;9169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;335;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;6;;;1;;;;;;10;1;;;;;;;;;;;;3.27;2.68;;;0.05;;;;;;3.32;1;;2;;20;27;10;1;1;61;;;6;3;1;;;2;;9;20;81;;1.65;;18.33;28.02;9.5;0.7;1.56;59.76;;;6.46;1.3;0.81;;;1.7;;8.58;18.04;77.8;;;;;;;;;;;;;;;;;;;;;
2021;220000236;220017974;10;;;10;209;0;0;209;1621;0;0;1621;;;;;0;0;0;0;;;;;160;;;160;874;;;874;626;;;626;;;;;;;;;7;;7;1;;1;;;;;;;;;4;1;5;3011;494;3505;1290;17;;1307;2052;96;;2148;27;297;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;10;;3;1;;11;;2;2;30;1;;;;;;;;;;;;5.44;5.31;;0.03;0.05;;9.13;;1.32;0.61;16.55;;;15;;175;47;61;9;18;325;8;1;71;17;6;5;;;;71;173;498;;12.62;;142.6;46.12;56.24;5.07;12.16;274.81;5.38;0.96;60.81;13.22;3.45;4.86;;;;66.21;151.44;426.25;;;;;;;;;;;;;;;;;;;;;
2021;220000541;220000152;87;;;87;4047;0;0;4047;26427;0;0;26427;8;;;8;747;0;0;747;457;41279;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;750;3308;22;;;10;142;1;15091;0;;1;0;0;0;1;416;0;0;0;0;0;0;;;;;1;457;0;;0;0;0;0;0;0;1;41;7;15;1;;;;;4;3;48;6;;;;;;;;;;;;32.07;7.8;10.87;0.2;;;;;2.12;3;37.19;5.12;4;11;1;115;146;45;4;15;341;1;;63;6;4;7;17;12;1;75;182;523;2.95;8.95;1;102.83;124.6;36.75;2.52;11.7;291.3;1;;57.46;3.48;3.15;5.4;14.91;11.98;0.85;71.31;166.39;457.69;1;1;1;0;0;0;0;;;;;1;;;;;;;;1;3
2021;220001259;220005045;30;0;0;30;492;0;0;492;6562;0;0;6562;5;;;5;390;0;0;390;;5317;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;369;1436;10;60;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;;;;;;;4;;12;2;;;;;;;;;;;;7.27;6.07;;;;;;;3.82;;11.09;2;;6;;59;101;25;7;18;216;2;;30;4;3;7;;2;;79;124;340;;3.87;;47.76;86.98;18.88;3.77;11.64;172.9;2.21;;27.55;2.44;1.66;7.11;;2;0.06;77.93;119.3;292.2;;;;;;;;;;;;;;;;;;;;;
2021;230000846;230780066;20;0;0;20;408;0;0;408;4732;0;0;4732;6;0;0;6;4;0;0;4;;13095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;322;0;;30;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;2;1;;;;2;10;1;;;;;;;;;;;;5.43;4.05;;;0.41;0.25;;;;1.03;6.87;1;;4;;29;44;19;1;2;99;6;;11;1;1;;;3;3;38;62;161;;4;;24.8;36.8;12.5;1;2;81.1;5.25;;9.52;0.8;0.8;;;3;2.86;29.6;51.03;132.13;;;;;;;;;;;;;;;;;;;;;
2021;230780082;750005068;33;;;33;1198;0;0;1198;9379;0;0;9379;9;;;9;1581;0;0;1581;2684;13389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131;1687;757;5;;;;;;;;;;;;;1;259;;;;;;;;;;;1;2684;0;;0;0;0;0;0;;;18;;;;;;1;;2;1;22;5;;;;;;;;;;;;13.32;;;;;;0.2;;1.68;0.87;16.07;3.25;;6;;80;65;38;3;16;208;2;1;41;6;2;8;2;2;;68;130;338;;3.91;;66.76;46.17;25.76;0.57;12.14;155.31;1.84;1;30.84;2.73;1.8;4.7;2;1.83;;52.14;97.08;252.39;;;;;;;;;;;;;;;;;;;;2;
2021;240000174;240000042;10;0;0;10;130;0;0;130;2276;0;0;2276;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;266;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;;;;;;;;;;;;0.95;0.95;;;;;;;0.66;;1.61;;;1;;9;23;17;1;2;53;2;;5;1;1;2;;;;11;21;74;;0.9;;6.2;20.7;12.98;0.6;1.5;42.88;0.64;;3.96;0.5;0.5;1.5;;;;10.65;17.25;60.13;;;;;;;;;;;;;;;;;;;;;
2021;240000414;240000067;10;;;10;330;0;0;330;1722;0;0;1722;1;;;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;293;47;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;3;;;;;;;;;;;;;1;;;;;;;;0.8;;1.8;;;;;19;37;6;1;4;67;;;14;1;;2;;;;28;45;112;;;;9.47;23.81;3.95;0.5;3.65;41.38;;;5.61;0.58;;2.29;;;;23.08;31.56;72.94;;;;;;;;;;;;;;;;;;;;;
2021;240000455;240000075;10;;;10;201;0;0;201;2433;0;0;2433;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;335;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;1;;5;;;;;;;;;;;;;2.13;2.13;;;;;;;0.41;;2.54;;;1;;12;19;8;1;3;44;1;;12;1;1;1;;;;14;29;73;;1;;9.79;17.9;7.73;0.4;1.58;38.4;0.6;;7.08;1;1;0.93;;;;4.53;14.14;52.54;;;;;;;;;;;;;;;;;;;;;
2021;240000471;240000109;4;;;4;61;0;0;61;1438;0;0;1438;;;;;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;222;0;;30;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;;4;;;;;;;;;;;;;2;2;;;;;;;0.85;;2.85;;;;;13;22;13;2;4;54;1;;9;1;1;2;;;;34;47;101;;;;13;21.38;11.5;0.3;2.02;48.2;0.75;;7.5;0.4;0.4;1.94;;;;31.21;41.8;90;;;;;;;;;;;;;;;;;;;;;
2021;240000505;240016055;25;;;25;319;0;0;319;4616;0;0;4616;;;;;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;;;;;;;;;;;;1.8;1.8;;;;;;;0.7;;2.5;;;1;;12;33;9;;2;57;2;1;17;1;1;2;;;;23;46;103;;1;;11.2;33;9;;0.85;55.05;0.38;0.27;2.94;0.4;0.4;2;;;;4.71;10.7;65.75;;;;;;;;;;;;;;;;;;;;;
2021;250000627;250000221;20;;;20;457;0;0;457;3824;0;0;3824;;;;;21;0;0;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;321;0;;30;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;;4;;;;;;;;;;;;;0.25;0.25;;;;;;;1;;1.25;;;1;;17;40;19;1;5;83;;;2;;;2;;;;1;5;88;;1.75;;16.38;32.45;15.69;0.5;2.66;69.43;;;0.74;;;1.75;;;;1;3.49;72.92;;;;;;;;;;;;;;;;;;;;;
2021;250000635;250000239;10;0;0;10;186;0;0;186;2854;0;0;2854;1;0;0;1;0;0;0;0;;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;252;581;6;20;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;;;;;;;;;6;;;;;;;;;;;;;1.15;1.15;;;;;;;;;1.15;;;3;;14;34;14;2;10;77;1;;11;3;1;1;;;;28;44;121;;2.18;;15.33;28.96;12.95;1.18;4.95;65.55;0.47;;10.54;1.91;1;1.04;;;;27.49;41.45;107;;;;;;;;;;;;;;;;;;;;;
2021;250000726;250000478;6;0;0;6;57;0;0;57;542;0;0;542;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;208;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;2;;5;;4;4;;;;;;;;;4;1.13;1.13;;;;;;;0.9;;2.03;;;2;;20;56;36;2;1;117;;;13;2;1;2;;;;15;32;149;;0.97;;18.24;56.38;26.96;1.22;0.52;104.29;;;11.62;1.21;0.85;1.37;;;;15.9;30.1;134.39;;;;;;;;;;;;;;;;;;;;;
2021;260000237;260000088;10;0;0;10;72;0;0;72;929;0;0;929;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;286;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;3;;6;;9;9;;;;;;;;;9;1.37;1.37;;;;;;;0.56;;1.93;;;1;1;12;17;7;1;4;43;1;;9;2;2;2;;1;;18;33;76;;1;0.25;10.23;16.12;4.89;0.12;2.28;34.89;0.58;;4.2;0.33;0.33;0.96;;0.56;;13.08;19.71;54.6;;;;;;;;;;;;;;;;;;;;;
2021;260000278;260000096;6;;;6;110;0;0;110;1081;0;0;1081;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;241;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;6;6;;;;;;;;;6;0.12;0.12;;;;;;;0.23;;0.35;;;1;;8;13;24;1;6;53;1;;9;2;;1;;;;17;30;83;;0.7;;6.87;9.87;8.66;0.2;3.15;29.45;0.3;;3.38;0.7;;0.2;;;;11.38;15.96;45.41;;;;;;;;;;;;;;;;;;;;;
2021;270000441;270000110;34;;;34;1289;0;0;1289;9867;0;0;9867;;;;;0;0;0;0;;16846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;300;0;;50;38;25;218;1;13359;0;;1;0;0;0;0;;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;0;18;5;9;;1;;;;2;1;22;1;;;;;;;;;;;;17;5.13;9.87;;0.2;;;;2.08;0.1;19.38;1;1;7;;53;86;41;2;6;196;;;32;3;3;7;;7;;38;87;283;0.96;7.77;;54.18;82.31;33.22;1.7;3.18;183.32;;;28.9;2.48;2.48;4.84;;6.64;;35.99;78.85;262.17;;;;;;;;;;;;1;0;;;;;;;;
2021;280000100;280000225;15;;;15;154;0;0;154;3213;0;0;3213;;;;;0;0;0;0;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;151;0;;36;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;;;1;;7;;;;;;;;;;;;;1.72;1.51;;;;;;;0.71;;2.43;;;1;;18;42;15;;4;80;;;10;2;;4;;;;27;43;123;;0.91;;16.45;32.9;11.92;;1.8;63.98;;;9.34;1.21;;1.91;;;;26.79;39.25;103.23;;;;;;;;;;;;;;;;;;;;;
