BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2021;590000469;590781662;2500;0;;0;;0;0.61;3.24;0;12.26;6.42;0;0;0.86;23.39;0;0;0;0;0;23.39
Q24;2021;590000469;590781662;9999;0.5;;43.64;;44.14;6.77;107.85;4.28;111.42;45.83;2.62;13.64;5.04;297.45;1.64;2.47;4.11;13.54;32.14;391.38
Q24;2021;590000477;590781670;1000;2;;22.33;;24.33;1.08;5.81;;1.87;8.26;0.15;0.5;2.36;20.03;;0.15;0.15;0.15;44.06;88.72
Q24;2021;590000477;590781670;2000;;;8.1;;8.1;5.4;71.2;;82.2;49;3.3;;21.52;232.62;;2.5;2.5;9.4;;252.62
Q24;2021;590000477;590781670;2100;;;2.1;;2.1;0.8;19.2;;10.8;7;0.1;;;37.9;;0.4;0.4;3;;43.4
Q24;2021;590000477;590781670;2400;;;5.5;;5.5;4.6;42.6;;49.6;32.5;3;;21.32;153.62;;2.1;2.1;3.4;;164.62
Q24;2021;590000477;590781670;2500;;;0.5;;0.5;;9.4;;21.8;9.5;0.2;;0.2;41.1;;;;3;;44.6
Q24;2021;590000477;590781670;9999;2;;30.43;;32.43;6.48;77.01;;84.07;57.26;3.45;0.5;23.88;252.65;;2.65;2.65;9.55;44.06;341.34
Q24;2021;590000527;590781795;1000;3;;18.82;;21.82;1.02;1;;3.78;4.86;;;;10.66;;0.25;0.25;7.02;44.78;84.53
Q24;2021;590000527;590781795;2000;;;7.33;;7.33;3.22;55.58;;59.2;7.61;5.12;;7.38;138.11;2.85;1.31;4.16;;1.39;150.99
Q24;2021;590000527;590781795;2100;;;4.71;;4.71;1.14;35.12;;33.37;2.62;3.34;;2.66;78.25;1;1.03;2.03;;;84.99
Q24;2021;590000527;590781795;2400;;;1.57;;1.57;1.06;15.6;;11.34;;1.28;;3.76;33.04;1.05;0.28;1.33;;;35.94
Q24;2021;590000527;590781795;2500;;;1.05;;1.05;1.02;4.86;;14.49;4.99;0.5;;0.96;26.82;0.8;;0.8;;1.39;30.06
Q24;2021;590000527;590781795;9999;3;;26.15;;29.15;4.24;56.58;;62.98;12.47;5.12;;7.38;148.77;2.85;1.56;4.41;7.02;46.17;235.52
Q24;2021;590000535;590781803;1000;7.67;;77.14;1;85.81;10.08;16.42;1.43;27.01;43.2;0.51;;5.65;104.3;0.6;3;3.6;5.02;78.11;276.84
Q24;2021;590000535;590781803;2000;;;87.52;;87.52;10.96;402.09;51.49;310.62;69.19;30.5;29.05;15.26;919.16;7.2;4.63;11.83;62.19;18.17;1098.87
Q24;2021;590000535;590781803;2100;;;71.77;;71.77;7.83;289.32;51.49;290.36;41.44;7;29.05;7.53;724.02;0.57;1;1.57;62.19;17.17;876.72
Q24;2021;590000535;590781803;2200;;;15.75;;15.75;3.13;112.77;;20.26;27.75;23.5;;7.73;195.14;6.63;3.63;10.26;;1;222.15
Q24;2021;590000535;590781803;9999;7.67;;164.66;1;173.33;21.04;418.51;52.92;337.63;112.39;31.01;29.05;20.91;1023.46;7.8;7.63;15.43;67.21;96.28;1375.71
Q24;2021;590000543;590781811;1000;0.86;;12.96;;13.82;3;2.27;;7.4;2.91;0.4;;;15.98;;;;4.27;57.68;91.75
Q24;2021;590000543;590781811;2000;;;5.85;;5.85;4;60.24;;121.45;14.52;6.7;;32.06;238.97;5.14;2.72;7.86;;9.08;261.76
Q24;2021;590000543;590781811;2100;;;0.2;;0.2;0.5;6;;7;1;1;;1;16.5;;0.2;0.2;;;16.9
Q24;2021;590000543;590781811;2400;;;5.65;;5.65;3.5;54.24;;114.45;13.52;5.7;;31.06;222.47;5.14;2.52;7.66;;9.08;244.86
Q24;2021;590000543;590781811;9999;0.86;;18.81;;19.67;7;62.51;;128.85;17.43;7.1;;32.06;254.95;5.14;2.72;7.86;4.27;66.76;353.51
Q24;2021;590000592;590782165;1000;3;;46.47;;49.47;1.03;14.02;0.18;19.91;12.97;0.27;0.61;3.76;52.75;1.97;3.03;5;2.7;78.47;188.39
Q24;2021;590000592;590782165;2000;0;;61.22;;61.22;13.66;219.67;17.38;201.3;86.82;13.45;19.02;8.95;580.25;9.64;5.46;15.1;42.29;9.35;708.21
Q24;2021;590000592;590782165;2100;0;;51.57;;51.57;7.2;140.21;17.38;137.15;55.89;0.96;19.02;2.7;380.51;1.74;0;1.74;40.94;7.1;481.86
Q24;2021;590000592;590782165;2200;0;;8.31;;8.31;4.99;58.42;0;19.91;14.97;10.98;0;4.38;113.65;6.16;5.46;11.62;0.45;1.03;135.06
Q24;2021;590000592;590782165;2300;;;0.56;;0.56;;2.34;;;;0.55;;;2.89;;;;;;3.45
Q24;2021;590000592;590782165;2400;0;;0.48;;0.48;1.18;9.35;0;15.48;3.99;0.96;0;0.82;31.78;1.39;0;1.39;0.9;0.05;34.6
Q24;2021;590000592;590782165;2500;0;;0.3;;0.3;0.29;9.35;0;28.76;11.97;0;0;1.05;51.42;0.35;0;0.35;0;1.17;53.24
Q24;2021;590000592;590782165;9999;3;;107.69;;110.69;14.69;233.69;17.56;221.21;99.79;13.72;19.63;12.71;633;11.61;8.49;20.1;44.99;87.82;896.6
Q24;2021;590000600;590782207;1000;1;;20.38;;21.38;0.6;0.76;;0;12.53;0;;0;13.89;;0;0;0;34.74;70.01
Q24;2021;590000600;590782207;2000;0;;12.33;;12.33;7.84;125.91;;85.52;23.83;10.97;;22.15;276.22;;4.81;4.81;3.95;0.9;298.21
Q24;2021;590000600;590782207;2100;0;;4.11;;4.11;2.05;25.8;;29.84;5.38;0;;0.1;63.17;;1;1;3.95;0;72.23
Q24;2021;590000600;590782207;2200;0;;3.83;;3.83;2.99;70.49;;10.8;9.82;7.08;;2.61;103.79;;1.85;1.85;0;0.11;109.58
Q24;2021;590000600;590782207;2400;0;;4.39;;4.39;2.8;29.62;;44.88;8.63;3.89;;19.44;109.26;;1.96;1.96;0;0.79;116.4
Q24;2021;590000600;590782207;9999;1;;32.71;;33.71;8.44;126.67;;85.52;36.36;10.97;;22.15;290.11;;4.81;4.81;3.95;35.64;368.22
Q24;2021;590000618;590782215;1000;7.45;1.05;172.74;;181.24;11.73;40.76;4.35;30.33;160.97;1.24;1.22;13.39;263.99;1;1.03;2.03;18.93;286.88;753.07
Q24;2021;590000618;590782215;2000;;;276.8;;276.8;46.94;978.34;140.75;727.88;102.93;46.55;59.53;36.22;2139.14;22.32;31.52;53.84;251.49;95.63;2816.9
Q24;2021;590000618;590782215;2100;;;258.04;;258.04;36.97;805.1;139.3;636.9;89.73;16.42;59.53;25.31;1809.26;1.08;19;20.08;251.49;95.63;2434.5
Q24;2021;590000618;590782215;2200;;;17.76;;17.76;8.8;142.67;1.45;45.49;10.56;30.13;0;10.91;250.01;20.25;10.52;30.77;0;0;298.54
Q24;2021;590000618;590782215;2400;;;1;;1;1.17;30.57;0;45.49;2.64;0;0;0;79.87;0.99;2;2.99;0;0;83.86
Q24;2021;590000618;590782215;9999;7.45;1.05;449.54;;458.04;58.67;1019.1;145.1;758.21;263.9;47.79;60.75;49.61;2403.13;23.32;32.55;55.87;270.42;382.51;3569.97
Q24;2021;590000691;590782439;1000;1.95;;19.05;;21;1;0.1;;1.43;2.65;;;0.39;5.57;;;;0.2;19.26;46.03
Q24;2021;590000691;590782439;2000;;;12.18;;12.18;1;41.78;;34.24;11.29;1.36;;9.23;98.9;4.11;1.99;6.1;8.39;2.14;127.71
Q24;2021;590000691;590782439;2100;;;10.93;;10.93;;29.4;;25.24;7.39;;;1.96;63.99;0.1;1;1.1;8.39;1.07;85.48
Q24;2021;590000691;590782439;2400;;;1.25;;1.25;1;12.38;;9;3.9;1.36;;7.27;34.91;4.01;0.99;5;;1.07;42.23
Q24;2021;590000691;590782439;9999;1.95;;31.23;;33.18;2;41.88;;35.67;13.94;1.36;;9.62;104.47;4.11;1.99;6.1;8.59;21.4;173.74
Q24;2021;590000758;590782637;1000;2;1;61.64;;64.64;0.04;8.35;0.96;11.13;2.22;0;1.22;0.12;24.04;0.02;1.01;1.03;1.71;60.2;151.62
Q24;2021;590000758;590782637;2000;0;0;44.67;;44.67;9.56;161.3;42.31;186.65;22.46;2.6;29.96;11.5;466.34;0.42;1.7;2.12;73;11.52;597.65
Q24;2021;590000758;590782637;2100;0;0;44.67;;44.67;9.56;161.3;42.31;186.65;22.46;2.6;29.96;11.5;466.34;0.42;1.7;2.12;73;11.52;597.65
Q24;2021;590000758;590782637;9999;2;1;106.31;;109.31;9.6;169.65;43.27;197.78;24.68;2.6;31.18;11.62;490.38;0.44;2.71;3.15;74.71;71.72;749.27
Q24;2021;590000766;590782645;1000;0.25;;16.38;;16.63;;;;0.69;;0.2;;;0.89;;;;;17.22;34.74
Q24;2021;590000766;590782645;2000;;;2.6;;2.6;3.25;21.94;;28.45;5.43;0.32;;2.81;62.2;;0.9;0.9;4.74;;70.44
Q24;2021;590000766;590782645;2100;;;0.99;;0.99;1.63;12.69;;14.65;3.82;0.32;;2.81;35.92;;0.45;0.45;4.74;;42.1
Q24;2021;590000766;590782645;2400;;;1.61;;1.61;1.62;9.25;;13.8;1.61;;;;26.28;;0.45;0.45;;;28.34
Q24;2021;590000766;590782645;9999;0.25;;18.98;;19.23;3.25;21.94;;29.14;5.43;0.52;;2.81;63.09;;0.9;0.9;4.74;17.22;105.18
Q24;2021;590000774;590782652;1000;3.7;1;54.69;;59.39;;1.86;;9.31;18.68;;;;29.85;;;;;38.54;127.78
Q24;2021;590000774;590782652;2000;;;;;;6.16;80.23;20.21;77.53;;0.8;20.45;4.67;210.05;1.12;2.32;3.44;13.22;;226.71
Q24;2021;590000774;590782652;2100;;;;;;5.16;73.59;20.21;67.07;;0.71;20.45;4.67;191.86;1.12;2.11;3.23;13.22;;208.31
Q24;2021;590000774;590782652;2400;;;;;;1;6.64;;10.46;;0.09;;;18.19;;0.21;0.21;;;18.4
Q24;2021;590000774;590782652;9999;3.7;1;54.69;;59.39;6.16;82.09;20.21;86.84;18.68;0.8;20.45;4.67;239.9;1.12;2.32;3.44;13.22;38.54;354.49
Q24;2021;590000782;590782660;1000;5.9;1;90.89;;97.79;10.75;46.73;0.06;21.6;56.53;6.44;;2.61;144.72;7.47;2.28;9.75;0.09;152.47;404.82
Q24;2021;590000782;590782660;2000;0.1;;78.24;;78.34;36.54;577.08;3.63;75.03;83.19;68.45;;43.79;887.71;48.72;21.13;69.85;5.64;13.46;1055
Q24;2021;590000782;590782660;2200;0.1;;78.24;;78.34;36.54;577.08;3.63;75.03;83.19;68.45;;43.79;887.71;48.72;21.13;69.85;5.64;13.46;1055
Q24;2021;590000782;590782660;9999;6;1;169.13;;176.13;47.29;623.81;3.69;96.63;139.72;74.89;;46.4;1032.43;56.19;23.41;79.6;5.73;165.93;1459.82
Q24;2021;590000790;590782678;1000;4.24;1;57.28;;62.52;9.06;15.43;;11.27;32.04;;;1.94;69.74;2.32;0.92;3.24;;122.87;258.37
Q24;2021;590000790;590782678;2000;;;43.3;;43.3;36.25;370.26;0.92;54.64;8.54;34.19;;21.31;526.11;13.16;17.35;30.51;5.43;;605.35
Q24;2021;590000790;590782678;2100;;;1;;1;;3.86;;;;1;;0.38;5.24;;;;;;6.24
Q24;2021;590000790;590782678;2200;;;42.3;;42.3;36.25;366.4;0.92;54.64;8.54;33.19;;20.93;520.87;13.16;17.35;30.51;5.43;;599.11
Q24;2021;590000790;590782678;9999;4.24;1;100.58;;105.82;45.31;385.69;0.92;65.91;40.58;34.19;;23.25;595.85;15.48;18.27;33.75;5.43;122.87;863.72
Q24;2021;590001004;590783239;1000;1.7;;201.35;1;204.05;1.64;11.35;0.04;15.68;58.31;1.12;;1.13;89.27;0.3;0.19;0.49;2.93;166.73;463.47
Q24;2021;590001004;590783239;2000;;;24.37;;24.37;30.43;544.64;63.27;377.47;55.17;39.06;31.92;26.72;1168.68;5.64;21.86;27.5;94.53;21.23;1336.31
Q24;2021;590001004;590783239;2100;;;24.12;;24.12;25.1;410.52;60.56;324.65;37.82;10.54;31.92;14.02;915.13;4.7;7.16;11.86;94.14;17.42;1062.67
Q24;2021;590001004;590783239;2200;;;;;;3.83;116.85;2.71;5.18;7.08;28.52;;11.7;175.87;0.94;13.84;14.78;;2.31;192.96
Q24;2021;590001004;590783239;2400;;;;;;1;9.63;;17.8;0.12;;;1;29.55;;0.86;0.86;0.39;;30.8
Q24;2021;590001004;590783239;2500;;;0.25;;0.25;0.5;7.64;;29.84;10.15;;;;48.13;;;;;1.5;49.88
Q24;2021;590001004;590783239;9999;1.7;;225.72;1;228.42;32.07;555.99;63.31;393.15;113.48;40.18;31.92;27.85;1257.95;5.94;22.05;27.99;97.46;187.96;1799.78
Q24;2021;590001418;590034740;1000;3.99;1;86.82;;91.81;6.1;41.07;;9.75;14.65;4.77;;7.87;84.21;3.99;4.5;8.49;1.76;142.91;329.18
Q24;2021;590001418;590034740;2000;0;0;70.35;;70.35;36.91;505.39;;83.37;80.21;73.89;;43.39;823.16;28.78;35.14;63.92;6.57;6.27;970.27
Q24;2021;590001418;590034740;2100;0;0;2.9;;2.9;0.8;2.62;;0;0;0;;0;3.42;0;0;0;5.77;2.97;15.06
Q24;2021;590001418;590034740;2200;0;0;67.45;;67.45;36.11;502.77;;83.37;80.21;73.89;;43.39;819.74;28.78;35.14;63.92;0.8;3.3;955.21
Q24;2021;590001418;590034740;9999;3.99;1;157.17;;162.16;43.01;546.46;;93.12;94.86;78.66;;51.26;907.37;32.77;39.64;72.41;8.33;149.18;1299.45
Q24;2021;590001442;590784245;1000;2;;31.34;;33.34;;;;;;;;;;;;;;57.9;91.24
Q24;2021;590001442;590784245;2000;;;;;;9.69;87.58;1;127.96;46.7;7.11;;38.84;318.88;8.39;8.69;17.08;3.81;3.7;343.47
Q24;2021;590001442;590784245;2400;;;;;;9.69;87.58;1;127.96;46.7;7.11;;38.84;318.88;8.39;8.69;17.08;3.81;3.7;343.47
Q24;2021;590001442;590784245;9999;2;;31.34;;33.34;9.69;87.58;1;127.96;46.7;7.11;;38.84;318.88;8.39;8.69;17.08;3.81;61.6;434.71
Q24;2021;590001582;590785663;1000;1.92;;21.29;;23.21;;0.18;;0.24;9.41;0.06;;0.06;9.95;;;;;56.2;89.36
Q24;2021;590001582;590785663;2000;;;;;;1.29;26.96;;42.36;10.6;2.56;;4.8;88.57;1;0.31;1.31;5.83;;95.71
Q24;2021;590001582;590785663;2400;;;;;;1;14.52;;20.65;6.6;2.13;;4.8;49.7;;;;5.83;;55.53
Q24;2021;590001582;590785663;2500;;;;;;0.29;12.44;;21.71;4;0.43;;;38.87;1;0.31;1.31;;;40.18
Q24;2021;590001582;590785663;9999;1.92;;21.29;;23.21;1.29;27.14;;42.6;20.01;2.62;;4.86;98.52;1;0.31;1.31;5.83;56.2;185.07
Q24;2021;590001749;590788956;1000;4;;29.64;;33.64;;;;;;;;0.1;0.1;;;;15.08;37.04;85.86
Q24;2021;590001749;590788956;2000;;1;20.08;;21.08;3.76;82.22;0.99;123.64;40.96;1.3;1.86;9.91;264.64;1.85;2.39;4.24;;;289.96
Q24;2021;590001749;590788956;2100;;0.6;19.3;;19.9;2.76;58.12;0.99;56.85;19.35;0.58;1.86;2.04;142.55;;1;1;;;163.45
Q24;2021;590001749;590788956;2400;;0.4;0.28;;0.68;1;16.7;;29.48;8.32;0.72;;4.88;61.1;0.85;1;1.85;;;63.63
Q24;2021;590001749;590788956;2500;;;0.5;;0.5;;7.4;;37.31;13.29;;;2.99;60.99;1;0.39;1.39;;;62.88
Q24;2021;590001749;590788956;9999;4;1;49.72;;54.72;3.76;82.22;0.99;123.64;40.96;1.3;1.86;10.01;264.74;1.85;2.39;4.24;15.08;37.04;375.82
Q24;2021;590002317;590799912;2000;0.64;;1;;1.64;;4;;1;;1;;0.92;6.92;2.5;;2.5;0.7;3;14.76
Q24;2021;590002317;590799912;2200;0.64;;1;;1.64;;4;;1;;1;;0.92;6.92;2.5;;2.5;0.7;3;14.76
Q24;2021;590002317;590799912;9999;0.64;;1;;1.64;;4;;1;;1;;0.92;6.92;2.5;;2.5;0.7;3;14.76
Q24;2021;590005245;590005245;2000;1;1;6.83;;8.83;1;26.19;;11.68;0.8;3.84;;1.46;44.97;0.6;0.34;0.94;0.61;1.52;56.87
Q24;2021;590005245;590005245;2200;1;1;6.83;;8.83;1;26.19;;11.68;0.8;3.84;;1.46;44.97;0.6;0.34;0.94;0.61;1.52;56.87
Q24;2021;590005245;590005245;9999;1;1;6.83;;8.83;1;26.19;;11.68;0.8;3.84;;1.46;44.97;0.6;0.34;0.94;0.61;1.52;56.87
Q24;2021;590006607;590780193;1000;;;46.17;;46.17;1.77;14.19;20.6;59.18;10.2;0.02;7.92;0.17;114.05;0.2;0.06;0.26;0.47;229.17;390.12
Q24;2021;590006607;590780193;2000;;;80.67;;80.67;25.76;159.02;289.72;276.2;87.01;12.69;112.24;11.46;974.1;7.82;1.87;9.69;16.31;28.22;1108.99
Q24;2021;590006607;590780193;2100;;;80.67;;80.67;25.76;159.02;289.72;276.2;87.01;12.69;112.24;11.46;974.1;7.82;1.87;9.69;16.31;28.22;1108.99
Q24;2021;590006607;590780193;9999;;;126.84;;126.84;27.53;173.21;310.32;335.38;97.21;12.71;120.16;11.63;1088.15;8.02;1.93;9.95;16.78;257.39;1499.11
Q24;2021;590006896;590000519;2000;1;0.46;20.55;;22.01;1;18.46;1.6;14.85;4.5;0.4;;0.8;41.61;;;;2.63;12.01;78.26
Q24;2021;590006896;590000519;2100;1;0.46;20.55;;22.01;1;18.46;1.6;14.85;4.5;0.4;;0.8;41.61;;;;2.63;12.01;78.26
Q24;2021;590006896;590000519;9999;1;0.46;20.55;;22.01;1;18.46;1.6;14.85;4.5;0.4;;0.8;41.61;;;;2.63;12.01;78.26
Q24;2021;590008041;590008033;1000;4.5;;48.43;;52.93;;0.92;;;;;;;0.92;;0.97;0.97;5.86;8.48;69.16
Q24;2021;590008041;590008033;2000;;;;;;11.37;172.38;3.28;77.43;43.02;2.35;;3.26;313.09;;;;;;313.09
Q24;2021;590008041;590008033;2100;;;;;;8.4;162.05;3.28;63.49;39.15;2.35;;3.26;281.98;;;;;;281.98
Q24;2021;590008041;590008033;2400;;;;;;2.97;10.33;;13.94;3.87;;;;31.11;;;;;;31.11
Q24;2021;590008041;590008033;9999;4.5;;48.43;;52.93;11.37;173.3;3.28;77.43;43.02;2.35;;3.26;314.01;;0.97;0.97;5.86;8.48;382.25
Q24;2021;590008298;590008249;2000;0.5;;10.48;;10.98;;;;;;;;;;;;;17.31;;28.29
Q24;2021;590008298;590008249;2100;0.5;;10.48;;10.98;;;;;;;;;;;;;17.31;;28.29
Q24;2021;590008298;590008249;9999;0.5;;10.48;;10.98;;;;;;;;;;;;;17.31;;28.29
Q24;2021;590008306;620112581;2000;;;;;;;3.52;;;0.86;;;;4.38;;;;;;4.38
Q24;2021;590008306;620112581;2100;;;;;;;3.52;;;0.86;;;;4.38;;;;;;4.38
Q24;2021;590008306;620112581;9999;;;;;;;3.52;;;0.86;;;;4.38;;;;;;4.38
Q24;2021;590016408;590016358;2000;2;;6.36;;8.36;2.52;22.56;;5.7;7.89;3.95;;5.61;48.23;3.58;1.14;4.72;;5.9;67.21
Q24;2021;590016408;590016358;2200;2;;6.36;;8.36;2.52;22.56;;5.7;7.89;3.95;;5.61;48.23;3.58;1.14;4.72;;5.9;67.21
Q24;2021;590016408;590016358;9999;2;;6.36;;8.36;2.52;22.56;;5.7;7.89;3.95;;5.61;48.23;3.58;1.14;4.72;;5.9;67.21
Q24;2021;590025128;620001834;1000;0.2;;2.34;;2.54;;;;;;;;;;;;;1.5;0.32;4.36
Q24;2021;590025128;620001834;2000;;;;;;3.83;14.99;;7.62;;0.57;;;27.01;;1.21;1.21;;;28.22
Q24;2021;590025128;620001834;2300;;;;;;3.83;14.99;;7.62;;0.57;;;27.01;;1.21;1.21;;;28.22
Q24;2021;590025128;620001834;9999;0.2;;2.34;;2.54;3.83;14.99;;7.62;;0.57;;;27.01;;1.21;1.21;1.5;0.32;32.58
Q24;2021;590025458;590782652;2000;;;2.75;;2.75;1;18.29;;9.61;;0.39;;0.34;29.63;;;;;;32.38
Q24;2021;590025458;590782652;2300;;;2.75;;2.75;1;18.29;;9.61;;0.39;;0.34;29.63;;;;;;32.38
Q24;2021;590025458;590782652;9999;;;2.75;;2.75;1;18.29;;9.61;;0.39;;0.34;29.63;;;;;;32.38
Q24;2021;590032108;590024469;2000;0.5;;6.06;;6.56;4.32;26.61;;21.1;;0.4;;;52.43;;1;1;;1.41;61.4
Q24;2021;590032108;590024469;2300;0.5;;6.06;;6.56;4.32;26.61;;21.1;;0.4;;;52.43;;1;1;;1.41;61.4
Q24;2021;590032108;590024469;9999;0.5;;6.06;;6.56;4.32;26.61;;21.1;;0.4;;;52.43;;1;1;;1.41;61.4
Q24;2021;590032199;590024469;2000;0.5;;4.33;;4.83;4.42;16.16;;13.79;;0.4;;;34.77;;1.37;1.37;1;0.41;42.38
Q24;2021;590032199;590024469;2300;0.5;;4.33;;4.83;4.42;16.16;;13.79;;0.4;;;34.77;;1.37;1.37;1;0.41;42.38
Q24;2021;590032199;590024469;9999;0.5;;4.33;;4.83;4.42;16.16;;13.79;;0.4;;;34.77;;1.37;1.37;1;0.41;42.38
Q24;2021;590033429;590782421;2000;;;;;;;11.69;;19.6;1.43;1.36;;4.97;39.05;;;;;2.43;41.48
Q24;2021;590033429;590782421;2400;;;;;;;11.69;;19.6;1.43;1.36;;4.97;39.05;;;;;2.43;41.48
Q24;2021;590033429;590782421;9999;;;;;;;11.69;;19.6;1.43;1.36;;4.97;39.05;;;;;2.43;41.48
Q24;2021;590034732;590000675;1000;;0.26;3.03;;3.29;;;;;;;;;;;;;1.27;1.1;5.66
Q24;2021;590034732;590000675;2000;;;;;;0.82;11.37;;12.8;5.5;0.26;;27.48;58.23;;0.23;0.23;;;58.46
Q24;2021;590034732;590000675;2400;;;;;;0.82;11.37;;12.8;5.5;0.26;;27.48;58.23;;0.23;0.23;;;58.46
Q24;2021;590034732;590000675;9999;;0.26;3.03;;3.29;0.82;11.37;;12.8;5.5;0.26;;27.48;58.23;;0.23;0.23;1.27;1.1;64.12
Q24;2021;590034815;590001467;2000;;;;;;;;;;0.6;;;;0.6;;;;;;0.6
Q24;2021;590034815;590001467;2100;;;;;;;;;;0.6;;;;0.6;;;;;;0.6
Q24;2021;590034815;590001467;9999;;;;;;;;;;0.6;;;;0.6;;;;;;0.6
Q24;2021;590035390;620112581;2000;;;;;;;;;;0.74;;;;0.74;;;;;;0.74
Q24;2021;590035390;620112581;2100;;;;;;;;;;0.74;;;;0.74;;;;;;0.74
Q24;2021;590035390;620112581;9999;;;;;;;;;;0.74;;;;0.74;;;;;;0.74
Q24;2021;590035838;590000485;2000;;;1.89;;1.89;0.8;10.74;;10.23;0.37;0.5;;;22.64;;0.5;0.5;;;25.03
Q24;2021;590035838;590000485;2300;;;1.89;;1.89;0.8;10.74;;10.23;0.37;0.5;;;22.64;;0.5;0.5;;;25.03
Q24;2021;590035838;590000485;9999;;;1.89;;1.89;0.8;10.74;;10.23;0.37;0.5;;;22.64;;0.5;0.5;;;25.03
Q24;2021;590040267;590782678;2000;;;2.89;;2.89;0.99;9.38;;10.58;;0.5;;0.43;21.88;;1.54;1.54;;;26.31
Q24;2021;590040267;590782678;2400;;;2.89;;2.89;0.99;9.38;;10.58;;0.5;;0.43;21.88;;1.54;1.54;;;26.31
Q24;2021;590040267;590782678;9999;;;2.89;;2.89;0.99;9.38;;10.58;;0.5;;0.43;21.88;;1.54;1.54;;;26.31
Q24;2021;590041471;620112581;2000;;;;;;;2;;;0.73;;;;2.73;;;;;;2.73
Q24;2021;590041471;620112581;2100;;;;;;;2;;;0.73;;;;2.73;;;;;;2.73
Q24;2021;590041471;620112581;9999;;;;;;;2;;;0.73;;;;2.73;;;;;;2.73
Q24;2021;590043469;590024469;2000;0.5;;7.16;;7.66;4.98;40.34;;32.44;0.44;0.5;;;78.7;;0.78;0.78;1;2.31;90.45
Q24;2021;590043469;590024469;2300;0.5;;7.16;;7.66;4.98;40.34;;32.44;0.44;0.5;;;78.7;;0.78;0.78;1;2.31;90.45
Q24;2021;590043469;590024469;9999;0.5;;7.16;;7.66;4.98;40.34;;32.44;0.44;0.5;;;78.7;;0.78;0.78;1;2.31;90.45
Q24;2021;590044632;590782421;2000;;;;;;;6.52;;15.36;2.7;;;;24.58;0.86;;0.86;;1;26.44
Q24;2021;590044632;590782421;2500;;;;;;;6.52;;15.36;2.7;;;;24.58;0.86;;0.86;;1;26.44
Q24;2021;590044632;590782421;9999;;;;;;;6.52;;15.36;2.7;;;;24.58;0.86;;0.86;;1;26.44
Q24;2021;590044665;750720575;1000;0.66;;8.54;;9.2;;;;;;;;;;;;;;;9.2
Q24;2021;590044665;750720575;2000;;;;;;2.34;19.78;;1.89;3.07;4.05;;0.47;31.6;3.71;;3.71;;2.61;37.92
Q24;2021;590044665;750720575;2200;;;;;;2.34;19.78;;1.89;3.07;4.05;;0.47;31.6;3.71;;3.71;;2.61;37.92
Q24;2021;590044665;750720575;9999;0.66;;8.54;;9.2;2.34;19.78;;1.89;3.07;4.05;;0.47;31.6;3.71;;3.71;;2.61;47.12
Q24;2021;590045407;590780193;1000;;;0;;0;;1.46;0.17;0.38;;0;0.05;0.04;2.1;;;;0;;2.1
Q24;2021;590045407;590780193;2000;;;2.16;;2.16;1;18.67;4.39;6.73;;0.5;6.66;0.5;38.45;;;;1;;41.61
Q24;2021;590045407;590780193;2300;;;2.16;;2.16;1;18.67;4.39;6.73;;0.5;6.66;0.5;38.45;;;;1;;41.61
Q24;2021;590045407;590780193;9999;;;2.16;;2.16;1;20.13;4.56;7.11;;0.5;6.71;0.54;40.55;;;;1;;43.71
Q24;2021;590046124;590799995;2000;;;4.65;;4.65;2;27.41;;9.96;;0.5;;;39.87;;1;1;;;45.52
Q24;2021;590046124;590799995;2300;;;4.65;;4.65;2;27.41;;9.96;;0.5;;;39.87;;1;1;;;45.52
Q24;2021;590046124;590799995;9999;;;4.65;;4.65;2;27.41;;9.96;;0.5;;;39.87;;1;1;;;45.52
Q24;2021;590046579;620112581;2000;;;;;;;3;;;0.86;;;;3.86;;;;;;3.86
Q24;2021;590046579;620112581;2100;;;;;;;3;;;0.86;;;;3.86;;;;;;3.86
Q24;2021;590046579;620112581;9999;;;;;;;3;;;0.86;;;;3.86;;;;;;3.86
Q24;2021;590047718;590780052;2000;;;1;;1;;2.76;;;;0.86;;0.09;3.71;0.45;0.15;0.6;;;5.31
Q24;2021;590047718;590780052;2100;;;1;;1;;2.76;;;;0.86;;0.09;3.71;0.45;0.15;0.6;;;5.31
Q24;2021;590047718;590780052;9999;;;1;;1;;2.76;;;;0.86;;0.09;3.71;0.45;0.15;0.6;;;5.31
Q24;2021;590047957;590008629;2000;0.75;;5;;5.75;;;;;1;;;;1;;;;11;0.5;18.25
Q24;2021;590047957;590008629;2100;0.75;;5;;5.75;;;;;1;;;;1;;;;11;0.5;18.25
Q24;2021;590047957;590008629;9999;0.75;;5;;5.75;;;;;1;;;;1;;;;11;0.5;18.25
Q24;2021;590048476;590051801;2000;;;3.14;;3.14;0.98;28.19;;8.96;0.17;;;;38.3;;0.5;0.5;1.04;2.06;45.04
Q24;2021;590048476;590051801;2300;;;3.14;;3.14;0.98;28.19;;8.96;0.17;;;;38.3;;0.5;0.5;1.04;2.06;45.04
Q24;2021;590048476;590051801;9999;;;3.14;;3.14;0.98;28.19;;8.96;0.17;;;;38.3;;0.5;0.5;1.04;2.06;45.04
