BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2021;950630012;750721334;9999;2;0.92;23.78;;26.7;7.45;56;4.52;69.27;19.77;2.32;;12.41;171.74;38.41;3;41.41;4.47;12.73;257.05
Q24;2021;950700021;950000760;1000;2.5;;15.97;;18.47;;;;;;;;;;;;;;;18.47
Q24;2021;950700021;950000760;2000;;;;;;2;18.15;;22.92;25.39;0.94;;28.76;98.16;;1;1;1.94;5.51;106.61
Q24;2021;950700021;950000760;2400;;;;;;2;18.15;;22.92;25.39;0.94;;28.76;98.16;;1;1;1.94;5.51;106.61
Q24;2021;950700021;950000760;9999;2.5;;15.97;;18.47;2;18.15;;22.92;25.39;0.94;;28.76;98.16;;1;1;1.94;5.51;125.08
Q24;2021;950787119;950802405;2000;0.5;;2;;2.5;;1.61;;;;7.94;;;9.55;1.61;0.8;2.41;;1;15.46
Q24;2021;950787119;950802405;2200;0.5;;2;;2.5;;1.61;;;;7.94;;;9.55;1.61;0.8;2.41;;1;15.46
Q24;2021;950787119;950802405;9999;0.5;;2;;2.5;;1.61;;;;7.94;;;9.55;1.61;0.8;2.41;;1;15.46
Q24;2021;950787135;950001370;1000;;;;;;;2.76;;0.06;1;;;;3.82;;;;;;3.82
Q24;2021;950787135;950001370;2000;;;8.42;;8.42;2.87;68.54;1.38;23.11;17.22;11.76;;6.17;131.05;5.24;3.76;9;7.69;2.28;158.44
Q24;2021;950787135;950001370;2200;;;7.92;;7.92;2.83;60.71;1.38;17.02;14.21;9.8;;4.69;110.64;4.85;3.16;8.01;7.69;2.28;136.54
Q24;2021;950787135;950001370;2400;;;0.5;;0.5;0.04;7.83;;6.09;3.01;1.96;;1.48;20.41;0.39;0.6;0.99;;;21.9
Q24;2021;950787135;950001370;9999;;;8.42;;8.42;2.87;71.3;1.38;23.17;18.22;11.76;;6.17;134.87;5.24;3.76;9;7.69;2.28;162.26
Q24;2021;950805671;950803387;2000;;;;;;;1.3;;;;0.2;;;1.5;;0.2;0.2;;;1.7
Q24;2021;950805671;950803387;2200;;;;;;;1.3;;;;0.2;;;1.5;;0.2;0.2;;;1.7
Q24;2021;950805671;950803387;9999;;;;;;;1.3;;;;0.2;;;1.5;;0.2;0.2;;;1.7
Q24;2021;950806166;950001453;2000;1.7;;12.8;;14.5;;;;;;;;;;;;;24.8;2;41.3
Q24;2021;950806166;950001453;2100;1.7;;12.8;;14.5;;;;;;;;;;;;;24.8;2;41.3
Q24;2021;950806166;950001453;9999;1.7;;12.8;;14.5;;;;;;;;;;;;;24.8;2;41.3
Q24;2021;950806307;950806869;2000;1;;;;1;;8;;;;;;;8;;;;;;9
Q24;2021;950806307;950806869;2100;1;;;;1;;8;;;;;;;8;;;;;;9
Q24;2021;950806307;950806869;9999;1;;;;1;;8;;;;;;;8;;;;;;9
Q24;2021;950807982;950001636;1000;3.98;;53.5;;57.48;;;;;;;;;;;;;;5.88;63.36
Q24;2021;950807982;950001636;2000;;0.9;6.33;;7.23;10.87;163.7;9.69;76.81;36.08;1.8;16.62;;315.57;;0.96;0.96;9.7;;333.46
Q24;2021;950807982;950001636;2100;;0.9;6.33;;7.23;10.87;163.7;9.69;76.81;36.08;1.8;16.62;;315.57;;0.96;0.96;9.7;;333.46
Q24;2021;950807982;950001636;9999;3.98;0.9;59.83;;64.71;10.87;163.7;9.69;76.81;36.08;1.8;16.62;;315.57;;0.96;0.96;9.7;5.88;396.82
Q24;2021;950808725;950806869;2000;;;;;;;3;;;;;;;3;;;;;;3
Q24;2021;950808725;950806869;2100;;;;;;;3;;;;;;;3;;;;;;3
Q24;2021;950808725;950806869;9999;;;;;;;3;;;;;;;3;;;;;;3
Q24;2021;950808949;940026677;2000;;;0.84;;0.84;0.19;9.91;;;1.06;;;0.25;11.41;;;;0.23;0.98;13.46
Q24;2021;950808949;940026677;2100;;;0.84;;0.84;0.19;9.91;;;1.06;;;0.25;11.41;;;;0.23;0.98;13.46
Q24;2021;950808949;940026677;9999;;;0.84;;0.84;0.19;9.91;;;1.06;;;0.25;11.41;;;;0.23;0.98;13.46
Q24;2021;970100012;970100103;1000;2.05;0.84;20.87;;23.76;;;;;;;;;;;;;9.74;16.33;49.83
Q24;2021;970100012;970100103;2000;;;;;;4.48;24.69;17.62;27.46;20.11;;4.81;;99.17;;;;;;99.17
Q24;2021;970100012;970100103;2100;;;;;;4.48;24.69;17.62;27.46;20.11;;4.81;;99.17;;;;;;99.17
Q24;2021;970100012;970100103;9999;2.05;0.84;20.87;;23.76;4.48;24.69;17.62;27.46;20.11;;4.81;;99.17;;;;9.74;16.33;149
Q24;2021;970100020;970100152;2000;2.89;1;38.87;;42.76;1;67.61;2.92;67.47;15.11;5.71;;3.93;163.75;1;3.35;4.35;9.32;19.51;239.69
Q24;2021;970100020;970100152;2100;2.89;1;38.87;;42.76;1;67.61;2.92;67.47;15.11;5.71;;3.93;163.75;1;3.35;4.35;9.32;19.51;239.69
Q24;2021;970100020;970100152;9999;2.89;1;38.87;;42.76;1;67.61;2.92;67.47;15.11;5.71;;3.93;163.75;1;3.35;4.35;9.32;19.51;239.69
Q24;2021;970100111;970100343;2000;3;1;13.2;;17.2;;40.42;;38.69;15;2;;6;102.11;;1;1;1;12.5;133.81
Q24;2021;970100111;970100343;2200;;;;;;;7.16;;10.72;;1;;;18.88;;;;;;18.88
Q24;2021;970100111;970100343;2400;3;1;13.2;;17.2;;33.26;;27.97;15;1;;6;83.23;;1;1;1;12.5;114.93
Q24;2021;970100111;970100343;9999;3;1;13.2;;17.2;;40.42;;38.69;15;2;;6;102.11;;1;1;1;12.5;133.81
Q24;2021;970100129;970100350;2000;3;;5.21;;8.21;0.71;8.16;;17.08;4.4;0.29;;1;31.64;;0.19;0.19;0.68;11.43;52.15
Q24;2021;970100129;970100350;2400;3;;5.21;;8.21;0.71;8.16;;17.08;4.4;0.29;;1;31.64;;0.19;0.19;0.68;11.43;52.15
Q24;2021;970100129;970100350;9999;3;;5.21;;8.21;0.71;8.16;;17.08;4.4;0.29;;1;31.64;;0.19;0.19;0.68;11.43;52.15
Q24;2021;970100137;970100368;2000;2;;5.5;;7.5;1;14;;17;8;;;;40;;;;1;;48.5
Q24;2021;970100137;970100368;2100;0.7;;1;;1.7;0.6;7;;5.44;2.56;;;;15.6;;;;0.3;;17.6
Q24;2021;970100137;970100368;2400;1;;2.5;;3.5;0.4;5;;5.44;3.12;;;;13.96;;;;0.4;;17.86
Q24;2021;970100137;970100368;2500;0.3;;2;;2.3;;2;;6.12;2.32;;;;10.44;;;;0.3;;13.04
Q24;2021;970100137;970100368;9999;2;;5.5;;7.5;1;14;;17;8;;;;40;;;;1;;48.5
Q24;2021;970100251;970100467;2000;1;;8.1;;9.1;1;16.7;;18.7;17.9;;;0.7;55;;0.8;0.8;;19.5;84.4
Q24;2021;970100251;970100467;2200;0.5;;3.5;;4;;5;;5.9;5.5;;;0.2;16.6;;;;;6.5;27.1
Q24;2021;970100251;970100467;2400;0.5;;4.6;;5.1;1;11.7;;12.8;12.4;;;0.5;38.4;;0.8;0.8;;13;57.3
Q24;2021;970100251;970100467;9999;1;;8.1;;9.1;1;16.7;;18.7;17.9;;;0.7;55;;0.8;0.8;;19.5;84.4
Q24;2021;970100384;970100160;1000;;;6.96;;6.96;;;;;;;;;;;;;;9;15.96
Q24;2021;970100384;970100160;2000;;;;;;0.8;12.5;;8;5;;;;26.3;;;;;;26.3
Q24;2021;970100384;970100160;2100;;;;;;0.8;12.5;;8;5;;;;26.3;;;;;;26.3
Q24;2021;970100384;970100160;9999;;;6.96;;6.96;0.8;12.5;;8;5;;;;26.3;;;;;9;42.26
Q24;2021;970100392;970100178;1000;4.29;1;55.8;;61.09;1.13;12.65;0.51;2.33;13.91;;1.45;;31.98;0.5;0.63;1.13;3.11;91.25;188.56
Q24;2021;970100392;970100178;2000;;;31.92;;31.92;6.71;160.92;32.44;114.13;52.33;3.99;20.75;9.55;400.82;0.92;4.87;5.79;44.5;7.87;490.9
Q24;2021;970100392;970100178;2100;;;30.92;;30.92;6.71;157.74;32.44;114.13;52.33;3.19;20.75;3.44;390.73;0.92;4.87;5.79;44.5;7.39;479.33
Q24;2021;970100392;970100178;2400;;;1;;1;;3.18;;;;0.8;;6.11;10.09;;;;;0.48;11.57
Q24;2021;970100392;970100178;9999;4.29;1;87.72;;93.01;7.84;173.57;32.95;116.46;66.24;3.99;22.2;9.55;432.8;1.42;5.5;6.92;47.61;99.12;679.46
Q24;2021;970100400;970100186;1000;3.68;;30.98;;34.66;0.91;4.69;2;16.43;8.23;0.17;1;0.39;33.82;0;2.32;2.32;1.17;28.93;100.9
Q24;2021;970100400;970100186;2000;0;;15.96;;15.96;4.15;89.14;26.58;52.02;29.18;4.56;17.31;1.91;224.85;1.41;1;2.41;8.19;3.21;254.62
Q24;2021;970100400;970100186;2100;0;;12.67;;12.67;2.94;69.44;26.58;49.97;25.44;1.51;17.31;0.38;193.57;0.15;0;0.15;8.19;2.89;217.47
Q24;2021;970100400;970100186;2200;0;;3.29;;3.29;1.21;19.7;0;2.05;3.74;3.05;0;1.53;31.28;1.26;1;2.26;0;0.32;37.15
Q24;2021;970100400;970100186;9999;3.68;;46.94;;50.62;5.06;93.83;28.58;68.45;37.41;4.73;18.31;2.3;258.67;1.41;3.32;4.73;9.36;32.14;355.52
Q24;2021;970100418;970100194;1000;1;0.54;15.64;;17.18;0.93;1.55;;0;0.5;0;;1.89;4.87;6.27;1.17;7.44;3.19;25.58;58.26
Q24;2021;970100418;970100194;2000;0.24;0.13;8.02;;8.39;2.65;50.05;;54.29;22.92;2.97;;5.98;138.86;0.61;0.83;1.44;0.56;6.79;156.04
Q24;2021;970100418;970100194;2300;0;0;1;;1;0.79;19.09;;16.83;1;0;;1.5;39.21;0;0.46;0.46;0;;40.67
Q24;2021;970100418;970100194;2400;0;0;3.53;;3.53;1.11;22.19;;18.46;12.08;2.52;;2.98;59.34;0;0;0;0;0.32;63.19
Q24;2021;970100418;970100194;2500;0.24;0.13;3.49;;3.86;0.75;8.77;;19;9.84;0.45;;1.5;40.31;0.61;0.37;0.98;0.56;6.47;52.18
Q24;2021;970100418;970100194;9999;1.24;0.67;23.66;;25.57;3.58;51.6;;54.29;23.42;2.97;;7.87;143.73;6.88;2;8.88;3.75;32.37;214.3
Q24;2021;970100426;970100202;1000;0.6;;26.3;;26.9;;9.34;;12;1;;3.86;;26.2;;0.6;0.6;13;30.33;97.03
Q24;2021;970100426;970100202;2000;;;;;;1.64;11.52;1;13;3;0.2;;2.5;32.86;;;;;;32.86
Q24;2021;970100426;970100202;2100;;;;;;1.64;5;1;8;2;0.1;;2.5;20.24;;;;;;20.24
Q24;2021;970100426;970100202;2400;;;;;;;6.52;;5;1;0.1;;;12.62;;;;;;12.62
Q24;2021;970100426;970100202;9999;0.6;;26.3;;26.9;1.64;20.86;1;25;4;0.2;3.86;2.5;59.06;;0.6;0.6;13;30.33;129.89
Q24;2021;970100442;970100228;1000;13.78;3;173.58;;190.36;16.59;52.97;7.63;71.02;105.05;2.84;7.86;1.1;265.06;2.82;9.37;12.19;13.15;320.18;800.94
Q24;2021;970100442;970100228;2000;;;214.4;;214.4;24.23;608.31;159.76;499.26;168.28;12.37;43.25;36.19;1551.65;5.61;7.92;13.53;171.25;65.22;2016.05
Q24;2021;970100442;970100228;2100;;;209.66;;209.66;22.23;583.96;159.76;477.54;162.5;10.99;43.25;14.32;1474.55;4;5.6;9.6;171.25;65.22;1930.28
Q24;2021;970100442;970100228;2400;;;4.74;;4.74;2;24.35;;21.72;5.78;1.38;;21.87;77.1;1.61;2.32;3.93;;;85.77
Q24;2021;970100442;970100228;9999;13.78;3;387.98;;404.76;40.82;661.28;167.39;570.28;273.33;15.21;51.11;37.29;1816.71;8.43;17.29;25.72;184.4;385.4;2816.99
Q24;2021;970100459;970100244;2000;1.26;;16.61;;17.87;1.81;24.89;;32.41;13.01;0.96;;3.31;76.39;2.09;1.25;3.34;1.29;21.58;120.47
Q24;2021;970100459;970100244;2100;;;;;;;4.98;;6.62;1.65;;;;13.25;;;;;;13.25
Q24;2021;970100459;970100244;2400;1.16;;14.18;;15.34;1.75;15.62;;18.51;8.78;0.59;;3.26;48.51;1;0.93;1.93;1.19;20.04;87.01
Q24;2021;970100459;970100244;2500;0.1;;2.43;;2.53;0.06;4.29;;7.28;2.58;0.37;;0.05;14.63;1.09;0.32;1.41;0.1;1.54;20.21
Q24;2021;970100459;970100244;9999;1.26;;16.61;;17.87;1.81;24.89;;32.41;13.01;0.96;;3.31;76.39;2.09;1.25;3.34;1.29;21.58;120.47
Q24;2021;970100475;970100277;1000;4;1.45;45.7;;51.15;1.92;0.52;;;0.13;;;1.95;4.52;1.67;;1.67;;102.99;160.33
Q24;2021;970100475;970100277;2000;;;44.6;;44.6;26.2;374.47;0.85;43.2;96.92;35.98;;10.23;587.85;43.1;25.29;68.39;2.98;1.04;704.86
Q24;2021;970100475;970100277;2200;;;44.6;;44.6;26.2;374.47;0.85;43.2;96.92;35.98;;10.23;587.85;43.1;25.29;68.39;2.98;1.04;704.86
Q24;2021;970100475;970100277;9999;4;1.45;90.3;;95.75;28.12;374.99;0.85;43.2;97.05;35.98;;12.18;592.37;44.77;25.29;70.06;2.98;104.03;865.19
Q24;2021;970100483;970100285;1000;2;;30.7;;32.7;;;;;;;;;;;;;;39.61;72.31
Q24;2021;970100483;970100285;2000;;;4;;4;7;49.03;;46.69;27.05;3;;25.46;158.23;2;2;4;7;;173.23
Q24;2021;970100483;970100285;2400;;;4;;4;7;49.03;;46.69;27.05;3;;25.46;158.23;2;2;4;7;;173.23
Q24;2021;970100483;970100285;9999;2;;34.7;;36.7;7;49.03;;46.69;27.05;3;;25.46;158.23;2;2;4;7;39.61;245.54
Q24;2021;970102596;970100491;2000;3.32;0.8;34.9;;39.02;7.7;125.08;1.83;77.59;15.66;4.91;;31.29;264.06;;2.92;2.92;12.79;11.81;330.6
Q24;2021;970102596;970100491;2100;1.61;0.36;27.23;;29.2;2.7;81.13;;29.79;6.42;1.01;;1.25;122.3;;0.93;0.93;6.9;8.27;167.6
Q24;2021;970102596;970100491;2300;0.74;0.22;2.09;;3.05;3;27.67;1.83;29;2.04;2.1;;2.19;67.83;;1;1;3.78;1.18;76.84
Q24;2021;970102596;970100491;2400;0.97;0.22;5.58;;6.77;2;16.28;;18.8;7.2;1.8;;27.85;73.93;;0.99;0.99;2.11;2.36;86.16
Q24;2021;970102596;970100491;9999;3.32;0.8;34.9;;39.02;7.7;125.08;1.83;77.59;15.66;4.91;;31.29;264.06;;2.92;2.92;12.79;11.81;330.6
Q24;2021;970103016;970100517;2000;0.7;;3.1;;3.8;1.5;5.2;;8;3.5;0.8;;1.6;20.6;;0.4;0.4;0.7;0.7;26.2
Q24;2021;970103016;970100517;2400;0.7;;3.1;;3.8;1.5;5.2;;8;3.5;0.8;;1.6;20.6;;0.4;0.4;0.7;0.7;26.2
Q24;2021;970103016;970100517;9999;0.7;;3.1;;3.8;1.5;5.2;;8;3.5;0.8;;1.6;20.6;;0.4;0.4;0.7;0.7;26.2
Q24;2021;970103099;970100525;1000;3.81;;13.95;;17.76;0.19;1;;0.99;0.31;;;;2.49;;;;4.39;22.12;46.76
Q24;2021;970103099;970100525;2000;;;6.75;;6.75;3.97;37.39;0.14;54.84;17.63;0.71;;18.79;133.47;;0.96;0.96;0.08;1.07;142.33
Q24;2021;970103099;970100525;2100;;;0.92;;0.92;0.25;5.41;0.14;3.57;2.35;;;;11.72;;;;0.08;;12.72
Q24;2021;970103099;970100525;2300;;;3.17;;3.17;1.97;8.73;;14.8;0.02;;;0.33;25.85;;0.96;0.96;;0.98;30.96
Q24;2021;970103099;970100525;2400;;;2.66;;2.66;1.75;23.25;;36.47;15.26;0.71;;18.46;95.9;;;;;0.09;98.65
Q24;2021;970103099;970100525;9999;3.81;;20.7;;24.51;4.16;38.39;0.14;55.83;17.94;0.71;;18.79;135.96;;0.96;0.96;4.47;23.19;189.09
Q24;2021;970104477;970104451;2000;0.99;;6.41;;7.4;1;6.59;;7;3.17;0.16;;10.5;28.42;;1;1;;5.09;41.91
Q24;2021;970104477;970104451;2400;0.99;;6.41;;7.4;1;6.59;;7;3.17;0.16;;10.5;28.42;;1;1;;5.09;41.91
Q24;2021;970104477;970104451;9999;0.99;;6.41;;7.4;1;6.59;;7;3.17;0.16;;10.5;28.42;;1;1;;5.09;41.91
Q24;2021;970107249;970100731;2000;2;1;44.64;;47.64;16;63.8;7.8;60.18;100;;12.9;;260.68;;;;25.2;11;344.52
Q24;2021;970107249;970100731;2100;2;1;44.64;;47.64;16;63.8;7.8;60.18;100;;12.9;;260.68;;;;25.2;11;344.52
Q24;2021;970107249;970100731;9999;2;1;44.64;;47.64;16;63.8;7.8;60.18;100;;12.9;;260.68;;;;25.2;11;344.52
Q24;2021;970107454;970103024;2000;;;;;;1;10.46;;3;;;;;14.46;;;;;;14.46
Q24;2021;970107454;970103024;2100;;;;;;1;10.46;;3;;;;;14.46;;;;;;14.46
Q24;2021;970107454;970103024;9999;;;;;;1;10.46;;3;;;;;14.46;;;;;;14.46
Q24;2021;970107587;970103024;2000;;;;;;1;7.55;;1;3;;;;12.55;;;;;;12.55
Q24;2021;970107587;970103024;2100;;;;;;1;7.55;;1;3;;;;12.55;;;;;;12.55
Q24;2021;970107587;970103024;9999;;;;;;1;7.55;;1;3;;;;12.55;;;;;;12.55
Q24;2021;970107595;970103024;2000;;;;;;1;3.52;;;;;;;4.52;;;;;;4.52
Q24;2021;970107595;970103024;2100;;;;;;1;3.52;;;;;;;4.52;;;;;;4.52
Q24;2021;970107595;970103024;9999;;;;;;1;3.52;;;;;;;4.52;;;;;;4.52
Q24;2021;970107611;970103024;2000;;;;;;1;2;;;;;;;3;;;;;;3
Q24;2021;970107611;970103024;2100;;;;;;1;2;;;;;;;3;;;;;;3
Q24;2021;970107611;970103024;9999;;;;;;1;2;;;;;;;3;;;;;;3
Q24;2021;970107637;970103024;2000;2;;11;;13;1;12;;1;4;;;1;19;;1;1;5;8;46
Q24;2021;970107637;970103024;2100;2;;11;;13;1;12;;1;4;;;1;19;;1;1;5;8;46
Q24;2021;970107637;970103024;9999;2;;11;;13;1;12;;1;4;;;1;19;;1;1;5;8;46
Q24;2021;970108957;970108932;2000;3;;2;;5;1;8.09;;14.17;7;;;5.34;35.6;;1;1;;1;42.6
Q24;2021;970108957;970108932;2400;3;;2;;5;1;8.09;;14.17;7;;;5.34;35.6;;1;1;;1;42.6
Q24;2021;970108957;970108932;9999;3;;2;;5;1;8.09;;14.17;7;;;5.34;35.6;;1;1;;1;42.6
Q24;2021;970111217;970111209;2000;;;2;;2;1;5.67;;6.01;;;;;12.68;;;;;;14.68
Q24;2021;970111217;970111209;2300;;;2;;2;1;5.67;;6.01;;;;;12.68;;;;;;14.68
Q24;2021;970111217;970111209;9999;;;2;;2;1;5.67;;6.01;;;;;12.68;;;;;;14.68
Q24;2021;970111365;970111969;2000;1;;2;;3;3;18.95;;15.7;;0.53;;0.84;39.02;;1;1;1.95;1;45.97
Q24;2021;970111365;970111969;2300;1;;2;;3;3;18.95;;15.7;;0.53;;0.84;39.02;;1;1;1.95;1;45.97
Q24;2021;970111365;970111969;9999;1;;2;;3;3;18.95;;15.7;;0.53;;0.84;39.02;;1;1;1.95;1;45.97
Q24;2021;970111563;970100491;2000;0.53;0.16;3.73;;4.42;2.24;27.83;;26.2;;1;;3.3;60.57;;0.8;0.8;0.5;0.5;66.79
Q24;2021;970111563;970100491;2300;0.53;0.16;3.73;;4.42;2.24;27.83;;26.2;;1;;3.3;60.57;;0.8;0.8;0.5;0.5;66.79
Q24;2021;970111563;970100491;9999;0.53;0.16;3.73;;4.42;2.24;27.83;;26.2;;1;;3.3;60.57;;0.8;0.8;0.5;0.5;66.79
Q24;2021;970111571;970100343;2000;;;3;;3;3;30.14;;4.58;8;;;1.52;47.24;;0.42;0.42;2.51;3;56.17
Q24;2021;970111571;970100343;2100;;;3;;3;3;30.14;;4.58;8;;;1.52;47.24;;0.42;0.42;2.51;3;56.17
Q24;2021;970111571;970100343;9999;;;3;;3;3;30.14;;4.58;8;;;1.52;47.24;;0.42;0.42;2.51;3;56.17
Q24;2021;970111670;970103024;2000;;;;;;1;2;;;1;;;;4;;;;;;4
Q24;2021;970111670;970103024;2100;;;;;;1;2;;;1;;;;4;;;;;;4
Q24;2021;970111670;970103024;9999;;;;;;1;2;;;1;;;;4;;;;;;4
Q24;2021;970112033;970100210;2000;0.9;0.5;12.46;;13.86;3.72;38.78;;84.52;28.28;1.04;;1.66;158;3.15;2.45;5.6;2.74;32.29;212.49
Q24;2021;970112033;970100210;2300;;;;;;1;19.17;;19.26;;0.5;;;39.93;;1;1;1;1;42.93
Q24;2021;970112033;970100210;2400;;;2.08;;2.08;;;;;;;;;;;;;;;2.08
Q24;2021;970112033;970100210;2500;0.9;0.5;10.38;;11.78;2.72;19.61;;65.26;28.28;0.54;;1.66;118.07;3.15;1.45;4.6;1.74;31.29;167.48
Q24;2021;970112033;970100210;9999;0.9;0.5;12.46;;13.86;3.72;38.78;;84.52;28.28;1.04;;1.66;158;3.15;2.45;5.6;2.74;32.29;212.49
Q24;2021;970115002;970100491;2000;0.15;0.04;1.4;;1.59;1;7.06;;7.49;;;;0.2;15.75;;0.2;0.2;;;17.54
Q24;2021;970115002;970100491;2300;0.15;0.04;1.4;;1.59;1;7.06;;7.49;;;;0.2;15.75;;0.2;0.2;;;17.54
Q24;2021;970115002;970100491;9999;0.15;0.04;1.4;;1.59;1;7.06;;7.49;;;;0.2;15.75;;0.2;0.2;;;17.54
Q24;2021;970115044;970115036;2000;1;;0.75;;1.75;;;;;;;;3.12;3.12;;;;;;4.87
Q24;2021;970115044;970115036;2400;1;;0.75;;1.75;;;;;;;;3.12;3.12;;;;;;4.87
Q24;2021;970115044;970115036;9999;1;;0.75;;1.75;;;;;;;;3.12;3.12;;;;;;4.87
Q24;2021;970200028;970208906;2000;0.99;;13.97;;14.96;2.5;20.37;;28.88;7.49;1;;8.37;68.61;1.99;1;2.99;1.14;24;111.7
Q24;2021;970200028;970208906;2400;0.99;;13.97;;14.96;2.5;20.37;;28.88;7.49;1;;8.37;68.61;1.99;1;2.99;1.14;24;111.7
Q24;2021;970200028;970208906;9999;0.99;;13.97;;14.96;2.5;20.37;;28.88;7.49;1;;8.37;68.61;1.99;1;2.99;1.14;24;111.7
Q24;2021;970200036;970202156;1000;0.48;;19;;19.48;;1;;;;;;;1;;;;;33.45;53.93
Q24;2021;970200036;970202156;2000;;;6.98;;6.98;3;25.14;;27.52;20.16;;;3.28;79.1;;1;1;4.46;;91.54
Q24;2021;970200036;970202156;2100;;;3.49;;3.49;1.5;15.08;;18.44;10.08;;;1.08;46.18;;0.5;0.5;2.23;;52.4
Q24;2021;970200036;970202156;2400;;;3.49;;3.49;1.5;10.06;;9.08;10.08;;;2.2;32.92;;0.5;0.5;2.23;;39.14
Q24;2021;970200036;970202156;9999;0.48;;25.98;;26.46;3;26.14;;27.52;20.16;;;3.28;80.1;;1;1;4.46;33.45;145.47
Q24;2021;970200044;970202164;1000;1;;18.08;;19.08;;;;;;;;;;;;;;20.09;39.17
Q24;2021;970200044;970202164;2000;;;;;;2;15.24;;30.41;17.77;2;;1.6;69.02;0.7;1.93;2.63;3.24;;74.89
Q24;2021;970200044;970202164;2100;;;;;;1.5;7.62;;15.2;8.89;1;;0.8;35.01;;0.93;0.93;1.62;;37.56
Q24;2021;970200044;970202164;2400;;;;;;0.5;7.62;;15.21;8.88;1;;0.8;34.01;0.7;1;1.7;1.62;;37.33
Q24;2021;970200044;970202164;9999;1;;18.08;;19.08;2;15.24;;30.41;17.77;2;;1.6;69.02;0.7;1.93;2.63;3.24;20.09;114.06
Q24;2021;970200051;970202172;2000;1;;6.99;;7.99;1;13.27;;16.9;12.27;0.25;;1.41;45.1;;1;1;3.51;8.49;66.09
Q24;2021;970200051;970202172;2400;1;;6.99;;7.99;1;13.27;;16.9;12.27;0.25;;1.41;45.1;;1;1;3.51;8.49;66.09
Q24;2021;970200051;970202172;9999;1;;6.99;;7.99;1;13.27;;16.9;12.27;0.25;;1.41;45.1;;1;1;3.51;8.49;66.09
Q24;2021;970200069;970202180;1000;2.9;;72.07;;74.97;10.71;13.59;;12.41;1.87;1.13;1;;40.71;2.04;3.5;5.54;4;97.38;222.6
Q24;2021;970200069;970202180;2000;;;39.15;;39.15;23.83;306.2;;142.67;91.43;39.52;;23.6;627.25;46.86;18.36;65.22;0;12.63;744.25
Q24;2021;970200069;970202180;2100;;;2;;2;;;;;;;;;;;;;0;2;4
Q24;2021;970200069;970202180;2200;;;37.15;;37.15;23.83;306.2;;142.67;91.43;39.52;;23.6;627.25;46.86;18.36;65.22;;10.63;740.25
Q24;2021;970200069;970202180;9999;2.9;;111.22;;114.12;34.54;319.79;;155.08;93.3;40.65;1;23.6;667.96;48.9;21.86;70.76;4;110.01;966.85
Q24;2021;970200077;970202198;2000;2.5;;7.52;;10.02;1;10.75;;16.92;4.07;0.16;;1.67;34.57;;1;1;1.15;10.41;57.15
Q24;2021;970200077;970202198;2400;2.5;;7.52;;10.02;1;10.75;;16.92;4.07;0.16;;1.67;34.57;;1;1;1.15;10.41;57.15
Q24;2021;970200077;970202198;9999;2.5;;7.52;;10.02;1;10.75;;16.92;4.07;0.16;;1.67;34.57;;1;1;1.15;10.41;57.15
Q24;2021;970200101;970202222;1000;;;8.99;;8.99;;;;;;;;;;;;;;10.99;19.98
Q24;2021;970200101;970202222;2000;;;1.97;;1.97;2;15.29;;26.58;8.56;0.5;;3.5;56.43;0.2;1;1.2;3.24;;62.84
Q24;2021;970200101;970202222;2400;;;1.97;;1.97;2;15.29;;26.58;8.56;0.5;;3.5;56.43;0.2;1;1.2;3.24;;62.84
Q24;2021;970200101;970202222;9999;;;10.96;;10.96;2;15.29;;26.58;8.56;0.5;;3.5;56.43;0.2;1;1.2;3.24;10.99;82.82
Q24;2021;970202313;970200168;1000;5.1;;48.77;;53.87;1;1;;6.17;37.31;;;;45.48;;;;5.41;15.01;119.77
Q24;2021;970202313;970200168;2000;;;;;;;88.25;5.41;56.04;13.36;;11.84;0.05;174.95;;;;;;174.95
Q24;2021;970202313;970200168;2100;;;;;;;88.25;5.41;56.04;13.36;;11.84;0.05;174.95;;;;;;174.95
Q24;2021;970202313;970200168;9999;5.1;;48.77;;53.87;1;89.25;5.41;62.21;50.67;;11.84;0.05;220.43;;;;5.41;15.01;294.72
Q24;2021;970203303;920028560;1000;1.08;;15.61;;16.69;1;;;;5.57;;;;6.57;;;;;2.87;26.13
Q24;2021;970203303;920028560;2000;;;3.66;;3.66;;11.27;;11.83;2.99;1.65;;4.65;32.39;;;;2.15;;38.2
Q24;2021;970203303;920028560;2400;;;3.66;;3.66;;11.27;;11.83;2.99;1.65;;4.65;32.39;;;;2.15;;38.2
Q24;2021;970203303;920028560;9999;1.08;;19.27;;20.35;1;11.27;;11.83;8.56;1.65;;4.65;38.96;;;;2.15;2.87;64.33
Q24;2021;970203493;970200457;2000;4.46;;12;;16.46;;;;;;;;;;;;;2;;18.46
Q24;2021;970203493;970200457;2100;4.46;;12;;16.46;;;;;;;;;;;;;2;;18.46
Q24;2021;970203493;970200457;9999;4.46;;12;;16.46;;;;;;;;;;;;;2;;18.46
Q24;2021;970203774;970203766;2000;1;;6;;7;1;22.84;;6.18;2;;;;32.02;;;;;1.18;40.2
