BOR;AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
SYGEN;2021;640789426;640003497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;797;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;1;;6;;;;;;;;;;;;;4.1;4.1;;;;;;;0.8;;4.9;;;1;;18;23;14;1;1;58;1;;6;1;1;2;;;;2;12;70;;1;;13.3;18.5;12.7;0.5;0.8;46.8;1;;5.6;0.8;0.8;0.9;;;;1.4;9.7;56.5;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640789624;400780607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;214;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;3;;;;;;;;;;;;;1.51;0.11;;;;;;;;;1.51;;;1;;6;18;7;1;4;37;2;;7;1;1;;;;;7;17;54;;0.62;;4.21;9.72;5.86;0.04;2.96;23.41;0.24;;0.92;0.22;0.22;;;;;1.34;2.72;26.13;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640789640;640000113;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;24018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;21386;1;;0;;0;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;7;;;;;;;;;;;;;;1;;40;18;;1;2;62;;;2;1;1;;;;;5;8;70;;1;;34.86;14.41;;1;1.8;53.07;;;1.72;0.8;0.8;;;;;4.81;7.33;60.4;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640789699;640003570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;1009;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;7;7;;;;;;;1;;8;;;;;;;;;;;;;3.44;3.44;;;;;;;0.53;;3.97;;;5;;87;110;;4;2;208;5;;15;3;3;;;;;2;25;233;;2.86;;63.66;20.44;;1.16;0.61;88.73;2.35;;10.23;1.28;1.28;;;;;1.7;15.56;104.29;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640790150;750712184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;254;1015;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;1;3;1;20;;0;;;;;;;0;0;0;0;9.63;;;;;;;0.6;3.01;0.9;14.14;0.08;;13;1;93;311;32;3;23;476;5;1;38;22;16;3;0;1;0;104;174;650;;13.81;0.08;90.57;303.61;26.34;3.08;22.34;459.83;4.51;1.03;36.94;20.36;15.03;3.09;0.31;1.02;0.09;102.56;169.91;629.74;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640792305;640000626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;92;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.21;0.21;;;;;;;;;0.21;;;1;;6;5;9;1;1;23;1;;3;;;;;;;5;9;32;;0.37;;3.43;3.07;4.96;0.1;0.18;12.11;0.28;;0.73;;;;;;;2.05;3.06;15.17;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640796736;640000113;;;;;;;;;;;;;;;;;;;;;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640796835;640000113;;;;;;;;;;;;;;;;;;;;;1573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640797155;640000113;;;;;;;;;;;;;;;;;;;;;1688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;640797296;640000113;;;;;;;;;;;;;;;;;;;;;1543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650000045;650780158;75;15;0;90;3689;652;0;4341;20853;3157;0;24010;7;6;;13;241;1203;0;1444;761;172135;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;33;;;1;18424;0;;1;0;0;0;1;541;0;0;0;0;0;0;;;;;1;761;0;;0;0;0;0;0;0;1;41;12;10;3;7;2;;;3;4;55;4;;;;;;;;;;;;39.06;10.93;10.37;3.75;7.05;2.05;;;2.99;4.5;53.6;3.66;;13;11;117;125;26;;8;300;;1;54;3;2;4;11;10;1;86;170;470;;12.53;10.59;111.65;106.92;20.2;;5.99;267.88;0.7;1;50.15;1.33;0.78;3.19;9.8;9.8;1;83.74;160.71;428.59;;;;;;;;;;;;1;0;;;;;;;6;4
SYGEN;2021;650000052;650780166;20;;;20;874;0;0;874;6312;0;0;6312;2;;;2;229;0;6;235;;5521;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153;1256;12656;41;;;;;1;5526;0;;;;;;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;19;6;;;1;;;;2;1;23;7;;;;;;;;;;;;14.28;4.7;;;0.1;;;;1.68;1;17.06;3.33;;9;;98;124;36;7;46;320;;;46;11;3;4;;5;1;85;152;472;;9.41;;92.14;115.99;34.07;5.83;43.2;300.64;;;41.32;10.19;2.88;3.49;;4.87;1;82.47;143.34;443.98;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650000060;650780174;;;;;;;;;;;;;;;;;;;;;;;;;241;21;;262;2192;256;;2448;1409;98;;1480;84;69;;153;8500;7533;;16033;4;;4;67;0;67;6;6;;12;15351;8968;;24319;14;7;23;80837;15997;96834;7966;1571;395;9839;9977;1767;395;11581;18;191;0;;42;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;14;;;;;25;1;3;1;45;4;;;;;;;;;;;;12.85;11.85;;;;;23.2;0.5;2.7;1;40.25;1.66;;30;1;352;110;89;34;10;626;4;1;87;42;19;14;;1;1;152;302;928;;31.24;1.16;343.28;107.35;81.72;30.03;9.08;603.86;3.36;1;79.98;40.86;18.88;12.09;;1;0.85;146.32;285.46;889.32;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650000078;650780190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;767;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;;;;;;;2;;7;;;;;;;;;;;;;3.4;2;;;;;;;1.5;;4.9;;;3;;29;32;11;2;8;85;1;1;13;4;2;2;;;;24;45;130;;3;;27.31;31.24;9.71;1.1;7.71;80.07;0.5;1;13.27;3.72;2.01;2;;;;23.94;44.43;124.5;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650000417;650783160;224;52;19;295;11652;3063;1452;16167;52098;15462;5634;73194;6;21;2;29;3184;5360;193;8737;14772;174529;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;43606;0;;1;0;0;1;1;1994;0;948;1;240;0;0;1;10749;1;;1;3978;0;;1;1;0;0;0;0;1;115;2;35;26;26;7;;2;6;17;166;47;;;;;;;;;;;;105.3;1.9;32.15;24.4;19.52;4.17;;1.4;5.8;12.6;144.62;47;27;22;63;326;325;58;10;21;852;7;2;188;10;6;23;37;29;4;175;475;1327;25.74;22.24;58.68;323.44;314.81;55.26;5.34;16.77;822.28;7.5;1.1;183.73;8.3;5.09;20.98;35.49;27.87;4;168.41;457.38;1279.66;1;1;1;1;0;0;1;;;;;1;;1;;2;;;;16;12
SYGEN;2021;650002579;650000243;6;64;;70;185;3468;0;3653;1334;11499;0;12833;;32;;32;0;8858;0;8858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;281;1359;12;;;;;;;;;;;;;1;276;;;;;;;;;;;0;;0;;0;0;0;0;0;;;7;1;;5;;;;;2;;9;;20;5;;6;25;;;;;;45;3.2;1.2;;1.5;;;;;1.5;;4.7;;;5;15;68;38;38;;3;167;1;1;29;1;1;5;;;;4;41;208;;5;15;67.7;38.5;33;;2;161.2;0.5;0.5;28;0.5;0.5;4.87;;;;4;38.37;199.57;;;;;;;;;;;;1;;;;;;;;9;14
SYGEN;2021;650004799;650003148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;801;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;5;5;;;;;;;;;5;;;;;;;;;;;;;2.48;2.48;;;;;;;;;2.48;;;1;;14;7;;;;22;2;1;5;1;1;;;;;3;12;34;;1;;8.14;4.94;;;;14.08;1.37;0.33;4.07;1;1;;;;;2.29;9.06;23.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650005044;310000633;;;;;;;;;;;;;;;;;;;;;1528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;;;;;;0.06;;0.16;;;;;;;;;;;;;;;;;;;;;;;;0.03;;0.03;;;0.02;0.04;0.12;0.03;0.03;0.38;0.06;0.06;0.11;;;0.18;0.23;1.02;1.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650005606;650783160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650006638;650780158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;380;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;5;;;;;;;;;;;;;3.52;3.52;;;;;;;;;3.52;;;1;;14;23;1;;8;47;;;3;;;;;;;;3;50;;1;;14.61;23.92;1;;4.31;44.84;;;2.95;;;;;;;;2.95;47.79;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650780141;650783160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;410;0;;47;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;4;;;;;;;;;;;;;3.1;;;;;;;;;;3.1;;;1;;23;43;12;1;3;83;1;;3;3;1;;;;;11;18;101;;1.4;;22.62;42.61;10.94;0.41;2.44;80.42;0.12;;2.19;1.34;0.6;;;;;5.78;9.43;89.85;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650780182;650783160;7;0;0;7;147;0;0;147;2142;0;0;2142;2;;;2;181;0;0;181;;2300;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;391;0;;101;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;7;2;;;;;;;;;;;;7.85;;;;;;;;;;7.85;2;;3;;45;68;24;1;5;146;;;6;2;1;;;;;13;21;167;;2.26;;42.31;66.49;23.45;0.5;4.45;139.46;0.12;;3.01;1.62;1.32;;;;;5.59;10.34;149.8;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650780323;650000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;431;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;4;;2;2;;;;;;;;;2;1.9;1.4;;;;;;;;;1.9;0;;1;;8;1;7;2;3;22;2;;5;21;1;;;;;5;33;55;;1;;5.79;1;6.1;1.2;2.23;17.32;1.2;;4.7;19.93;0.4;;;;;3.25;29.08;46.4;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650780398;750005068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;517;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;3.22;2.7;;;;;;;1.14;;4.36;;;3;;23;31;12;1;10;80;3;;14;8;3;2;;;;26;53;133;;3.24;;21.29;24.12;10.02;0.7;10.03;69.4;2.49;;12.5;5.73;1.23;1.73;;;;24.43;46.88;116.28;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650780679;650000243;82;7;21;110;3495;103;1782;5380;17643;145;5076;22864;0;8;0;8;8;2042;2;2052;5752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5097;24;;;;;1;3712;0;;;;;;1;818;1;777;0;0;0;0;;;;;1;5752;0;;0;1;0;1;0;0;1;10;4;5;;;;;;3;;13;;39;;;2;6;;;;;;45;10;3;6;;;;;;2.5;;12.5;;11;5;5;71;74;32;1;1;200;1;1;21;1;1;5;;;;1;30;230;12.5;5.5;4.1;74;73.6;31.8;1;1;203.5;0.5;0.5;21.7;0.96;0.96;5.13;;;;1;29.79;233.29;;;;;;;;;;;;1;;1;;;;;;6;7
SYGEN;2021;650780729;650000276;;;;;;;;;;;;;;;;;;;;;;;;;49;;;49;399;;;399;289;;;289;12;;;12;1071;;;1071;;;;;;;;;;;;;;;;;;;;;;;;;483;;;483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;4;4;;;;;4;;;;8;;;;;;;;;0.76;;0.76;;;1;;19;3;8;;1;32;1;;5;;;;;;;6;12;44;;1;;15.98;2.54;5.26;;1;25.78;1;;3.75;;;;;;;3.83;8.58;34.36;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650780737;650000284;;;;;;;;;;;;;;;;;;;;;;;;;43;;;43;335;;;335;;;;;0;;;0;0;;;0;0;;0;0;;0;;;;;;;;;;;;;;;;;;;251;;;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;0;;3;;;;;;;;2;;;;2;2;2;;;;;;;0.38;;2.38;;;1;;9;12;6;1;;29;1;;4;1;;;;;;6;12;41;;1;;8.31;10.59;5.95;0.87;;26.72;1;;3.78;0.6;;;;;;4.24;9.62;36.34;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650784218;650780174;39;15;;54;1993;1213;0;3206;11324;5511;0;16835;5;6;;11;865;1940;0;2805;;42892;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;13234;0;;1;0;0;0;1;332;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;20;6;12;;4;1;;1;1;3;29;2;;;;;16;;;;;;16;16.5;5.6;9.4;;3.8;1;;0.7;0.7;0.3;22;2.34;2;6;12;76;53;23;3;3;178;;;26;3;3;1;1;10;;7;48;226;1.81;5.56;12.34;73.68;51.6;22.89;2.62;3.42;173.92;0.07;;25.94;2.57;2.57;2.31;0.07;9.08;0.5;6.9;47.44;221.36;;;;;;;;;;;;1;0;;;;;;;4;5
SYGEN;2021;650786668;650780166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;1;;;;;;;;;;;;0.6;;;;;;;;;;0.6;0.24;;1;;10;23;5;1;3;43;;;;1;;1;;;;2;4;47;;1.25;;7.93;19.03;3.77;0.5;3.48;35.96;;;0.16;0.25;;0.4;;;;2.69;3.5;39.46;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650788573;310000633;;;;;;;;;;;;;;;;;;;;;1536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;;;;;;0.06;;0.16;;;;;;;;;;;;;;;;;;;;;;;;0.03;;0.03;;;0.02;0.04;0.12;0.03;0.03;0.38;0.06;0.06;0.11;;;0.18;0.23;1.02;1.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650788599;310000633;;;;;;;;;;;;;;;;;;;;;2258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;;;;;;;;0.06;;0.22;;;;;;;;;;;;;;;;;;;;;;;;0.03;;0.03;;;0.02;0.04;0.12;0.03;0.03;0.38;0.06;0.06;0.11;;;0.18;0.23;1.02;1.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650788607;310000633;;;;;;;;;;;;;;;;;;;;;2176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.32;;;;;;;;0.06;;0.38;;;;;2;;;;;2;;;;;;;;;;;;2;;0.03;;2.03;;;0.02;0.04;2.12;0.03;0.03;0.38;0.06;0.06;0.11;;;0.18;0.23;1.02;3.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650788615;310000633;;;;;;;;;;;;;;;;;;;;;5625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.39;;;;;;;;0.06;;0.45;;;;;;;;;;;;;;;;;;;;;;;;0.03;;0.03;;;0.02;0.04;0.12;0.03;0.03;0.38;0.06;0.06;0.11;;;0.18;0.23;1.02;1.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;650789308;650789068;;;;;;;;;;;;;;;;;;;;;24244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;24244;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;1;;13;;;;;20;2;;36;36;;;;;;;;;;0.5;;12.85;;;;;18.38;2;;33.73;33.73;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;660000084;660780180;471;113;57;641;22849;5643;3679;32171;147887;28002;15486;191375;55;16;2;73;5870;2060;1424;9354;32300;325292;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;353;0;;;;60;819;1;58152;1;21055;1;0;0;0;1;3671;0;2111;0;647;1;175;1;17409;1;;1;12905;0;;0;1;1;0;0;0;1;251;22;34;37;68;12;;1;16;22;358;102;;;;;;;;;;;;208.34;20.74;26.41;33.92;56.51;10.24;;0.6;14.46;19.78;299.69;90.65;52;48;120;791;620;205;15;42;1893;12;1;365;19;16;41;59;94;5;306;902;2795;49.16;48.26;112.58;742.45;596.35;196.21;15.38;35.86;1796.25;11.16;1;354.55;18.88;15.88;38.57;56.08;86.06;5;302.84;874.14;2670.39;1;1;1;1;0;0;1;;;;;2;1;3;0;2;0;2;0;33;18
SYGEN;2021;660000092;660780198;;;;;;;;;;;;;;;;;;;;;;;;;249;18;13;280;1866;123;43;2032;1309;64;38;1404;141;50;13;204;12589;1284;154;14027;0;0;0;0;0;0;12;8;0;20;4355;1158;0;5513;23;16;40;80347;30767;112491;9256;3708;1568;14388;11304;3914;1646;16641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;6;;1;1;;57;1;8;1;80;4;;;;;;;;;;;;6.75;3.45;;0.1;0.1;;53.52;0.6;7.25;1;69.22;4;;35;1;402;107;116;42;20;723;5;1;90;58;23;8;5;;3;112;282;1005;;32.92;1;399.33;99.1;110.2;40.82;16.87;700.24;5;1;87.82;56.2;22.16;8;4.82;;3;106.76;272.6;972.84;1;0;0;0;0;0;0;;;;;;;;;;;;;;
SYGEN;2021;660000142;660000142;;;;;;;;;;;;;;;;;;;;;;;;;119;;;119;3417;;;3417;;;;;20;;;20;3906;;;3906;;;;0;;0;;;;;;;;;;;;;;;;;;;938;;;938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;5;3;;;;;7;;;;12;;;;;;;;;0.71;;0.71;;;3;;38;29;9;4;;83;1;;12;4;1;;;;;;17;100;;3;;34.34;25.76;8.69;3;;74.79;1;;11.5;4;1;;;;;;16.5;91.29;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;660000167;660780271;20;;;20;340;0;0;340;5869;0;0;5869;;;;;0;0;0;0;;502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;250;0;;40;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;;;;;1;;5;1;;;;;;;;;;;;2.61;0.28;;;;;;;0.74;;3.35;1;;2;;22;53;21;2;6;106;;;19;3;2;2;;;;30;54;160;;2.28;;18.82;49.71;17.97;0.76;4.6;94.14;;;12.58;2.98;1.98;1.5;;;;17.45;34.51;128.65;;;;;;;;;;;;;;;;;;;;;
