BOR;AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
SYGEN;2021;010010171;010011559;;;;;;;;;;;;;;;;;;;;;;;;;100;15;;115;923;6;;929;865;6;;871;20;;;20;1694;;;1694;4;;4;;;;;;;;;;;;;;;;;;;;;;1054;6;;985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;6;;;;6;0.38;0.38;;;;;;;;;0.38;;;4;;25;21;1;7;3;61;5;;9;3;1;;;;;3;20;81;;3.26;;17.01;14.85;0.03;6.5;2.05;43.7;2.79;;6.36;1.5;0.14;;;;;1.66;12.31;56.01;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010011641;010000222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;705;424;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;1;;5;;;;;;;;;;;;;4;;;;;;;;1.11;;5.11;;;1;;16;11;19;1;10;58;1;;13;1;1;1;;;;2;18;76;;1;;16.57;10.89;14.91;0.89;8.91;53.17;1.13;;10;0.85;0.85;0.47;;;;2;14.45;67.62;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010780195;010000156;28;69;0;97;4024;4895;0;8919;12580;11239;0;23819;1;33;0;34;2;9500;0;9502;3223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19995;0;;;;;;1;1738;;;;;;;;;;;1;3223;0;;0;1;0;0;0;;;3;3;;;;;;;;;3;;63;2;7;12;35;5;;;;;98;1;1;;;;;;;;;1;0;;4;30;127;53;16;2;1;233;2;1;47;1;1;7;;1;8;19;86;319;;4.66;24.94;106.45;49.69;10.24;0.89;0.66;197.53;1.79;1;31.4;0.5;0.5;6.52;;1.09;7.05;13.01;62.36;259.89;;;;;;;;;;;;1;;1;;2;;1;;10;18
SYGEN;2021;010780203;010010718;26;46;15;87;5312;2191;697;8200;13314;5442;2732;21488;2;29;;31;462;6202;0;6664;9;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;32561;0;;1;0;0;0;1;433;1;674;0;0;0;0;;;;;1;9;0;;0;0;0;0;0;0;1;3;;;;1;1;;;2;;6;;18;8;;5;27;6;;;;;45;2.2;;;;0.63;0.63;;;2;;4.83;;14;5;9;82;58;39;;1;208;4;1;41;1;1;9;;;;10;66;274;11.32;3.04;7.13;65.84;45.64;28.38;;0.8;162.15;4.19;0.76;33.28;1;1;5.62;;;;8.58;53.43;215.58;;;;;;;;;;;;;;;;;;;;6;8
SYGEN;2021;010780252;010783009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;414;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;;;;;;;1;;6;;;;;;;;;;;;;5.03;3.63;;;;;;;0.4;;5.43;;;6;;13;14;29;1;14;77;8;;18;2;1;4;;;;19;51;128;;4.6;;10.51;9.57;16.34;0.08;10.25;51.35;2.97;;8.64;1;0.5;1.22;;;;8.75;22.58;73.93;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010780278;010783009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;398;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;;;;;;;1;;6;;;;;;;;;;;;;5.84;3.29;;;;;;;0.55;;6.39;;;5;;22;23;35;6;26;117;8;;18;4;3;4;;;;20;54;171;;3.2;;21.5;23.93;33.98;4.94;18.7;106.25;4.08;;10.77;2.67;2.17;1.53;;;;9.77;28.82;135.07;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010780294;690000278;;;;;;;;;;;;;;;;;;;;;9285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3406;;;0;;0;;;;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;;;;;;;;;0.7;0.19;0.89;;;1;;12;3;;;;16;1;;2;;;1;;;1;1;6;22;;0.99;;11.1;2.72;;;;14.81;0.19;;1.65;;;0.21;;;0.21;0.21;2.47;17.28;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010780476;750005068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115;701;927;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;2;;0;;4;;;;;;;;;;;;;1.31;0.21;;;;;2.81;;0.01;;4.13;;;3;;14;19;4;5;5;50;1;;18;26;2;1;;;;26;72;122;;1.99;;15.36;16.23;3.55;4.08;3.98;45.19;1;;14.99;22.37;1.78;0;;;;24.59;62.95;108.14;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010780492;360000707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;1974;10210;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;1;;1;;10;;;;;;;;;;;;;6.59;;;;;;0.2;;0.79;;7.58;;;3;9;32;70;11;7;50;182;3;;16;25;2;1;;;;37;82;264;;2.15;4.1;13.04;42.89;4.73;3.28;33.53;103.72;3;;11.87;19.92;1.09;0.38;;;;20.41;55.58;159.3;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010780708;310021381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;701;1972;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;4;;;;;;;;;;;;;3;2.6;;;;;;;;;3;;;1;;15;17;17;1;4;55;3;;9;1;1;;;;;3;16;71;;0.91;;11.12;11.88;14.94;0.3;2.96;42.11;2.33;;5.81;0.5;0.5;;;;;2.5;11.14;53.25;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010780799;750721334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;207;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;;;;;;;;;;;;1;1;;;;;;;0.25;;1.25;;;1;;6;9;4;1;4;25;1;;6;1;1;1;;;1;9;19;44;;0.5;;6.33;8.2;2.2;0.2;2.2;19.63;0.38;;3.21;0.5;0.5;0.27;;;0.25;4.14;8.75;28.38;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010789006;210012290;;;;;;;;;;;;;;;;;;;;;12640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010789576;010780096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;8;10;7;1;2;28;1;;14;1;1;4;;;;16;36;64;;;;5.93;8.68;6.22;0.1;0.27;21.2;0.06;;1.26;0.1;0.1;0.48;;;;1.32;3.22;24.42;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;010789717;010008407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020000089;020000022;28;0;0;28;766;0;0;766;6656;0;0;6656;0;0;0;0;0;0;0;0;;16045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;413;0;0;30;6;30;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;5;;;;;;;2;1;13;;0;0;;;;;;;0;0;0;4.7;3.3;;;;;;;2;0.1;6.8;0;;4;;49;83;34;1;4;175;;;23;3;3;5;;1;1;22;55;230;;4;;47.23;83.45;33.24;0.7;1.93;170.55;;;22.49;2.41;2.41;4.88;;0.86;1;22;53.64;224.19;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020000097;020000048;38;;;38;685;0;0;685;10255;0;0;10255;;;;;0;0;0;0;;374;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;272;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;1;;1;1;9;1;;;;;;;;;;;;5.21;3.82;;;;;1;;1.12;0.4;7.73;1;;2;;31;43;19;2;1;98;;;17;4;1;2;;;;14;37;135;;2.44;;30.88;41.4;18.43;2.28;1;96.43;;;16.46;3.63;1;1.86;;;;13.86;35.81;132.24;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020000105;020000055;15;;;15;277;0;0;277;3401;0;0;3401;;;;;0;0;0;0;;1763;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;199;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;;;;;;;;2;7;;1;;;;1;;;;2;3;7;1.93;1.6;;;;;;;;0.12;2.05;;;1;;13;16;10;1;2;43;2;;8;1;1;;;;;18;29;72;;0.14;;10.37;14.11;8.14;0.42;0.85;34.03;1.5;;7.86;0.24;0.24;;;;;16.68;26.28;60.31;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020000162;020000063;278;86;28;392;18161;3973;2262;24396;94108;15464;7691;117263;21;26;0;47;4611;5618;771;11000;42281;183485;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;493;0;;60;32;;;1;33613;1;15083;1;0;0;0;1;2244;0;1619;1;747;0;0;1;17167;;;1;9197;1;15917;0;1;0;0;0;0;1;160;3;15;15;39;10;;;11;9;219;107;;;;;;;;;;;;132.3;3.17;12.6;12.83;33.51;7.93;;;12.55;6.74;185.1;93.2;31;30;80;477;394;229;17;25;1283;8;2;246;14;10;26;42;41;4;286;669;1952;29.98;27.02;75.13;457.61;380.83;198.24;14.84;22.04;1205.69;8.75;1.5;234.48;11.41;7.5;23.48;38.89;40.63;4.42;283.54;647.1;1852.79;1;1;1;1;0;0;1;;;;;2;1;1;0;;;;;18;25
SYGEN;2021;020000246;020000071;25;;;25;391;0;0;391;6056;0;0;6056;;;;;0;0;0;0;;1148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;4;;;;;;1;;;;;;1;3.7;3;;;;;;;;;3.7;;;2;;19;27;13;2;4;67;1;;9;1;1;;;;;19;30;97;;2;;17.26;26.79;15.66;1;2.65;65.36;0.08;;7.53;1;1;;;;;16.13;24.74;90.1;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020000303;750814030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2095;9811;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;7;;;3;;3;;3;;32;;;;;;;;;;;;;18.51;6.26;;;0.21;;0.16;;2.76;0.17;21.81;;;11;;116;101;66;8;50;352;5;;58;5;5;6;1;1;;63;139;491;;10.27;;120.83;98.78;68.22;6.75;49.07;353.92;5.01;0.2;54.64;4.66;4.66;4.63;1;1;;59.97;131.11;485.03;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020000360;020014742;;30;;30;0;970;0;970;0;2539;0;2539;;18;;18;1342;4019;0;5361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;13;;;3;18;;;;;;31;;;;;;;;;1.06;;1.06;;;;1;8;7;6;;;22;1;0;10;;;3;;;1;1;16;38;;;0.87;8.01;5.99;6.24;;;21.11;1.07;0.67;10.83;;;1.97;;;1;1.62;17.16;38.27;;;;;;;;;;;;;;;;;;;;5;6
SYGEN;2021;020000386;020000600;;;;;;;;;;;;;;;;;;;;;;;;;86;;;86;695;;;695;438;;;438;10;;;10;1927;;;1927;;;;;;;;;;;;;;;;;;;;;;;;;537;;;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;;;2;;;;;;;;5;;;;5;0.43;0.43;;;;;0.07;;;;0.5;;;2;;25;6;;2;;35;;;7;3;2;;;;;20;30;65;;1.85;;22.51;6.3;;1.67;;32.33;;;6.48;1.42;0.42;;;;;14.86;22.76;55.09;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020000394;020000253;131;34;18;183;6845;2553;1184;10582;40611;10465;4281;55357;14;11;0;25;1306;1443;232;2981;6922;167780;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2197;16;;;;;1;23102;1;6613;1;0;0;1;1;948;0;765;1;207;0;0;1;6322;;;1;509;0;;0;0;0;0;0;0;1;71;11;12;13;24;8;;1;4;8;108;30;0;0;0;0;0;0;;0;0;0;0;60.37;9.44;10.25;12.91;19.69;5.62;;1.08;3.79;6.73;91.66;29.76;21;13;20;240;166;82;10;10;562;3;1;132;6;4;7;14;19;0;117;299;861;19.28;13.4;19.03;241.69;164.87;76.29;8.17;7.87;550.6;4.11;1;127.79;5.95;3.58;6.59;15.66;18.05;0.14;108.88;288.17;838.77;1;1;1;1;0;0;0;;;;;1;0;;;;;;;6;9
SYGEN;2021;020000519;020000261;192;45;21;258;12829;3832;1729;18390;62628;8219;5498;76345;0;15;0;15;0;1;0;1;18878;129868;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;652;0;0;;;;;1;33000;1;8610;1;0;0;0;1;1480;0;969;1;324;0;0;1;9711;;;1;3235;1;5932;0;1;0;0;0;0;1;105;18;19;14;27;8;;;9;4;145;41;1;;;;;;;1;;;2;88.42;13.23;16.83;13.42;24.42;7.81;;;8.8;3.1;124.74;40.6;20;11;34;325;259;135;5;11;800;4;;134;5;3;10;22;17;4;175;371;1171;18.59;16.33;32.81;308.85;253.41;125.24;2.6;8.52;766.35;3.54;;133.23;3.93;2.5;9.71;20.7;17.96;3.64;167.59;360.3;1126.65;1;1;1;0;0;1;0;;;;;2;1;2;0;;;;;8;9
SYGEN;2021;020000535;020000287;114;5;18;137;4227;203;954;5384;25945;850;2208;29003;2;21;;23;162;1643;0;1805;1699;55702;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;297;0;;44;11;;;1;15844;0;;1;0;0;0;1;575;1;525;0;0;0;0;;;;;1;1699;0;;0;0;0;0;0;0;1;39;9;7;3;9;5;;;3;;51;18;6;;;;3;;;;;;9;29.83;4.24;5.73;1.23;8.03;4.93;;;2.38;0.17;40.41;19.51;12;5;10;117;135;74;3;5;361;2;;94;3;3;8;7;11;2;87;214;575;11.23;6.67;11.35;116.64;130.29;63.86;2.28;4.24;346.56;2;;92.86;2.55;2.55;7.17;7.23;10.29;1.58;80.73;204.41;550.97;;;;;;;;;;;;1;0;;;;;;;5;6
SYGEN;2021;020000543;020000295;;;;;;;;;;;;;;;;;;;;;;;;;375;28;0;403;2343;793;0;3136;1434;118;0;1538;52;118;0;170;6403;11750;0;18153;0;0;0;0;0;0;2;0;1;3;8762;0;927;9689;32;27;59;55267;40579;95846;5637;3863;795;10203;7210;4160;864;12057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;15;;;;;46;;2;;66;1;;;;;;;;;;;;5.6;4.7;;;;;42.5;;2;;50.1;1;;34;;479;91;172;60;10;846;3;1;98;58;16;7;;1;;134;302;1148;;33.5;;464.3;88.8;166.5;54.8;8.8;816.7;2.5;1;93.7;55.3;14.5;7;;1;;131.3;291.8;1108.5;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020000915;020003620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184;1254;2808;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;4;;;;;;;1;;11;;;;;;;;;;;;;9.42;3.42;;;;;;;1;;10.42;;;5;;40;74;22;2;29;172;;;26;8;2;2;;2;;36;74;246;;5;;41.46;73.92;21.22;1.6;26.71;169.91;;;25.02;8.2;1.91;1.86;;1.49;;36.59;73.16;243.07;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020001061;020004404;140;15;15;170;7264;893;793;8950;41532;3253;3070;47855;4;10;;14;77;3924;368;4369;646;121913;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30986;0;;1;0;0;0;1;812;0;564;1;145;0;0;;;;;1;646;0;;0;0;0;0;0;0;1;54;5;15;8;22;5;;1;3;5;85;23;12;;;;2;;;1;;;15;48.07;4.8;12.89;7.27;19.07;5.49;;0.8;3.08;4.93;75.95;17.86;19;9;24;142;149;81;2;4;430;4;;101;2;2;7;20;16;4;88;242;672;18.25;10.61;21.54;142.83;147.51;79.44;1.86;3.41;425.45;3.92;;88.19;2.56;2.56;6.19;18.86;15.04;3.48;85.9;224.14;649.59;1;1;1;0;0;0;0;;;;;1;0;2;0;;;;;6;6
SYGEN;2021;020001087;020004495;60;;;60;2514;0;0;2514;13712;0;0;13712;4;;;4;666;0;0;666;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;233;0;;;;;;1;12524;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;26;5;10;;;;1;;2;1;30;;;;;;;;;;;;;25.14;7.7;10.91;;;;0.8;;1.91;0.25;28.1;;;3;;54;45;19;1;6;128;2;1;37;2;1;3;;6;;32;83;211;;3;;51.65;44.79;19.57;0.37;5.82;125.2;2;0.41;37.16;1.25;0.25;3.08;;5.48;;31.67;81.05;206.25;;;;;;;;;;;;1;;;;;;;;;
SYGEN;2021;020001772;590799995;;;;;;;;;;;;;;;;;;;;;7133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020001913;590799995;;;;;;;;;;;;;;;;;;;;;7191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020003877;020000253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;348;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;2;0;0;;;;;;;;;0;1.33;1.33;;;;;;;;;1.33;1.35;;1;;9;15;8;;;33;;;1;0;0;;;;;;1;34;;1;;9.85;14.5;5.53;;;30.88;;;0.58;0.21;0.21;;;;;;0.79;31.67;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020004156;590805065;;;;;;;;;;;;;;;;;;;;;;;;;60;;;60;499;;;499;328;;;328;12;;;12;2787;;;2787;;;;;;;;;;;;;;;;;;;;;;;;;391;;;391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;8;;5;;;5;;1;;21;;;;;;;;;;;;;;2;;29;19;11;2;;63;2;;7;1;1;1;;;;3;14;77;;1.01;;29.13;21.75;12.73;1.05;;65.67;1.18;;6.17;0.13;0.13;0.46;;;;2.07;10.01;75.68;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020004297;020005179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;0.51;0.51;;;;;;;0.15;;0.66;;;2;;6;18;;1;;27;;;5;1;1;1;;;;;7;34;;2.09;;5.46;13.91;;0.76;;22.22;;;2.99;0.53;0.53;0.15;;;;;3.67;25.89;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020004677;020000261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;0.8;;;;;;;;;;0.8;;;;;10;24;9;;;43;;;4;1;;;;;;4;9;52;;0.46;;9.18;20.98;7.77;;0.31;38.7;0.08;;0.49;0.15;;;;;0.04;2.95;3.71;42.41;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020005476;020000253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.33;0.33;;;;;;;;;0.33;0.63;;;;10;14;8;;;32;;;;;;;;;;;;32;;0.5;;10.47;13.19;7.9;;0.34;32.4;;;0.17;0.45;0.21;;;;;0.42;1.04;33.44;;;;;;;;;;;;;;;;;;;;;
SYGEN;2021;020006441;590799995;;;;;;;;;;;;;;;;;;;;;2597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
