NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_OUI;PHARMA_A17_OUI;PHARMA_A18_OUI;PHARMA_A19_OUI;PHARMA_A20_OUI;PHARMA_A16_NON;PHARMA_A17_NON;PHARMA_A18_NON;PHARMA_A19_NON;PHARMA_A20_NON;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
OCC-10;76110;GERS;301;38;20;359;12495;1670;1440;15605;77030;9474;4880;91384;6;7;0;13;1495;1956;0;3451;147;3;;150;129;3;;132;854;132;;986;35;9;;44;2782;1256;;4038;6;2;8;10;174;184;562;53;;642;3579;937;;4474;4269;1022;;5242;236;2445;61073;1689;9;195;139;61665;;;;;959276;51559;;;;;;;;;;;;;;;;;2;24592;;1;2987;;;;;;;;;;;;;3;26467;;;;;1;5;1;1;1;0;0;0;0;0;0;6;2;0;1;1;0;9;3;0;4661;800;109;2;2262;4;119;12;26;12;15;6;15;1;12;8;170;47;47;;;;;;;;;47;100.6;9.77;23.4;11.8;13.6;5.2;15.84;1;10.22;4.74;146;31;25.26;22;63;38;556;652;290;28;54;1703;18;2;277;47;22;35;26;28;4;375;812;2515;21.2;60.06;36.61;519.31;612.34;274.46;25.38;43;1592.36;17.04;2.13;252.67;41.17;19.81;27.48;23.2;26.8;4;356.79;751.28;2343.64;10;;9;1;
OCC-11;76111;TARN-ET-GARONNE;236;64;22;322;12967;2645;1551;17163;62029;12959;4879;79867;19;9;;28;1202;2857;0;4059;211;8;;219;190;8;;198;1377;73;;1450;57;42;;99;4067;2342;;6409;;;;0;;0;984;50;;1034;6774;1061;;7782;7962;1182;;9091;146;1422;44053;2862;10;120;119;38064;55;660;10559;355;679121;89582;;;;;;;;;;;;;;;;;3;22955;;2;7581;;;;;;;;2;2980;;;;5;60137;;;;;2;9;1;1;1;1;0;1;0;0;0;12;2;0;2;1;0;13;2;0;6129;616;313;2;2294;25;142;24;28;17;27;7;40;1;17;11;238;19;19;;;;;;;;;19;118.69;17.09;30.1;14.26;21.21;7.21;28.69;0.3;14.18;8.14;191.21;52;42.74;18;53;44;647;566;197;46;44;1615;10;3;221;62;29;27;29;35;5;257;649;2264;17.31;50.32;39.29;614.49;546.5;176.59;28.04;35.37;1507.91;9.61;2.17;215.46;51.82;22.82;23.52;27.76;33.53;4.14;238.98;606.99;2114.9;8;;6;;2
OCC-12;76112;ROUERGUE;341;81;36;458;17232;5171;2777;25180;97618;20090;9245;126953;42;56;1;99;5622;9676;2;15300;;5;;5;;5;;5;;;;;;28;;28;;;;;;;;;;;;;;;;;;;;;;;240;2139;63687;413;10;150;135;51896;;;;;2490583;346928;;;;;;;;;;;;;;;;;3;29951;;2;12134;;1;4696;;1;2666;;2;7582;;;;17;62634;;2;5456;;3;13;3;2;2;3;1;5;2;2;2;25;10;2;4;1;;34;26;;12373;1521;1334;948;9473;84;205;31;43;40;38;13;5;;20;18;286;18;4;;1;10;;;;;;28;161.9;19.7;34.36;25.84;33.07;11.86;4.37;;16.93;9.62;225.89;39;40.14;51;44;95;620;667;175;23;70;1745;10;2;388;62;29;40;62;89;7;360;1020;2765;44.96;41.38;90.57;590.21;632.93;152.7;18.1;62.53;1633.38;11.76;1.17;343.88;49.3;23.31;34.65;57.26;82.41;6.93;343.07;930.43;2563.81;10;;8;;2
OCC-13;76113;TARN REVELOIS ET SAINT-PONAIS - CŒUR D'OCCITANIE;381;128;52;561;18829;6794;3996;29619;115667;32962;12538;161167;21;27;;48;1512;7481;0;8993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;212;2116;63793;318;18;285;158;88911;48;462;14575;293;1187102;206331;;;;;;;;;;;;;;;;;3;30203;;4;3667;;2;6350;;1;3240;;1;810;;;;9;79700;;;;;3;13;2;2;2;2;1;2;1;0;;19;6;;2;1;;27;12;;11912;2282;361;86;6066;54;235;24;50;30;53;18;;4;25;21;338;12;;;;3;;;;;;15;187.16;14.86;44.54;22.95;44.28;16.61;;2.72;21.46;17.99;273.61;69;60.87;56;46;106;726;880;188;21;78;2101;32;4;430;39;20;41;51;52;7;388;1044;3145;50.77;35.98;105.37;679.41;794.7;179.07;14.26;45.16;1904.72;15.45;1.83;374.89;25.67;14.79;33.71;45.67;46.09;6.7;329.66;879.67;2784.39;9;;8;;1
OCC-14;76114;LOT;294;85;25;404;13231;3606;1372;18209;73969;15734;4787;94490;23;27;2;52;4060;5522;725;10307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;825;23516;2887;13;110;64;33019;30;213;6418;155;2423649;96704;;;;;;;;;;;;;;;;;4;31638;;1;3922;;;;;;;;3;4192;;;;11;64251;;;;;7;11;1;1;;;;4;;3;;19;1;4;2;;1;15;;5;7722;518;106;5;7651;36;190;36;26;25;37;6;;1;19;16;263;24;0;0;0;13;1;;0;0;2;39;125.59;27.17;12.58;17.39;24.71;5.02;;0.2;15.05;15.72;181.27;30;27.19;27;30;60;488;499;173;17;43;1337;13;0;280;10;8;23;33;43;7;209;618;1955;22.62;29.38;55.55;466.46;468.96;154.99;10.27;26.99;1235.22;11.45;0.37;250.78;7.39;5.54;21.82;30.5;39.57;6.25;185.85;553.98;1789.2;7;;6;;1
OI-01;04101;OCÉAN INDIEN;1347;338;364;2049;75788;17555;30227;123570;433511;94518;115887;643916;125;90;10;225;15244;15464;1610;32318;318;24;;342;242;8;;250;4321;60;;4381;60;59;6;125;5614;5426;826;11866;;4;4;;398;398;2794;63;;2857;17527;10758;1767;29340;20432;11525;1825;33060;94;785;28456;8982;39;82;20;25827;62;311;16461;221;6037672;242045;;;;;;;;;;;;;;;;;7;96705;;6;30441;;3;9207;;1;3568;;2;65;;;;21;167315;;4;4455;;6;38;4;7;4;4;1;4;0;9;0;62;9;0;8;2;0;74;13;0;36316;12369;2647;1637;15944;203;991;218;95;183;216;82;136;13;70;67;1493;4;0;0;0;3;0;0;0;0;0;7;881.18;198.72;85.34;169.94;196.25;78.02;126.56;12.61;65.12;64.98;1346.7;704;533.88;425;232;559;3373;2746;813;175;249;8572;33;5;1544;211;128;138;292;188;35;1266;3712;12284;387.29;232.02;515.46;3248.26;2626.04;766.7;154.51;212.53;8142.81;32.36;4.92;1454.87;197.33;119.51;132.16;277.36;178.5;36.45;1218.12;3532.07;11674.88;11;6;4;1;
PACA-01;93101;VAUCLUSE;876;191;136;1203;49250;8604;9524;67378;260411;46697;31940;339048;48;45;0;93;5997;7246;0;13243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;376;3799;104619;5033;19;200;144;68049;;;;;451466;2096;;;;;;;;;;;;;;;;;6;44244;;3;7043;;3;8623;;1;5630;;2;1560;;;;18;96482;;1;795;;9;20;5;5;2;5;0;4;0;7;0;41;7;5;8;2;2;53;5;8;15919;4667;2540;552;7722;93;439;135;57;46;119;40;;3;37;15;613;27;5;0;0;2;0;;0;0;0;29;342.15;119.17;43.23;39.66;88.68;29.55;;1.5;32.11;15.1;479.54;139;117.41;145;108;260;1164;1312;570;49;112;3720;30;5;736;53;37;65;90;99;29;621;1728;5448;130.36;101.5;239.79;1105.43;1247.01;540.71;30.98;85.98;3481.76;27.64;4.96;674.93;45.63;31.82;58.94;85.7;87.98;29.56;587.5;1602.84;5084.6;13;;12;;1
PACA-02;93102;VAR;1111;231;150;1492;67245;15894;11110;94249;327625;75469;36786;439880;109;60;5;174;10520;10758;1820;23098;363;28;;391;359;27;;386;4381;596;;4977;181;120;;301;23900;13155;;37055;2;0;2;60;0;60;1533;82;25;909;9096;4012;1947;14916;17816;7420;1991;26847;224;1861;70729;2943;18;231;110;76784;;;;;4382628;964066;;;;;;;;;;;;;;;;;8;101730;;7;36171;;5;18325;;2;5327;;3;2888;1;11;;17;146340;;4;5974;;21;25;2;4;3;6;2;15;0;5;0;55;7;0;7;2;0;63;24;0;26227;5817;3274;556;17463;78;737;248;76;89;164;55;113;5;66;17;1102;19;11;;;2;1;;;;;21;512.63;166.19;63.01;70.69;119.14;35.56;86.27;3.1;44.79;13.7;779.63;179;164.44;174;198;279;2221;1747;801;149;158;5727;34;7;1125;177;114;96;161;161;26;837;2624;8351;163.93;185.02;262.74;2105.06;1613.59;755.08;128.94;127.94;5342.3;33.37;6.92;1044.95;153.12;95.73;90.26;149.44;152.08;23.58;801.5;2455.22;7797.52;14;;12;1;1
PACA-03;93103;ALPES-DE-HAUTE-PROVENCE;253;71;36;360;10980;4453;1738;17171;72558;12864;5206;90628;36;26;1;63;1895;2058;227;4180;120;0;;120;110;;;110;890;;;890;84;47;;131;8636;2217;0;10853;;;;;;;496;;;496;4290;1483;;5773;5055;1618;;6673;86;799;24877;10;10;30;27;8568;;;;;;;;;;;;;;;;;;;;;;;3;14034;;2;1787;;;;;;;;;;1;32;;4;34976;;;;;2;9;9;2;2;0;0;1;1;1;1;13;13;;2;2;;15;15;;4827;768;0;3;3888;112;122;49;17;13;37;12;20;1;11;3;194;22;22;0;0;0;0;;;0;0;22;95.86;35.67;14.07;17.02;26.28;8.24;19.2;0.1;9.47;3.04;153.95;15;20.41;30;45;43;546;413;227;45;43;1392;13;1;228;35;14;22;15;18;2;245;579;1971;27.73;40.46;39.03;518.89;371.8;194.03;38.55;32.69;1263.18;9.83;1;195.79;29.07;13.64;18.26;13.12;19.13;1.18;207.38;494.76;1757.94;8;;7;;1
PACA-04;93104;BOUCHES-DU-RHÔNE;2500;980;281;3761;148228;42315;21437;211980;741475;210375;83872;1035722;444;151;47;642;74163;22628;9836;106627;1051;30;40;1121;949;24;40;1013;9094;189;191;9474;575;203;;778;64931;20010;;84941;32;;32;84;;84;5661;614;;6259;45997;13736;2515;59058;55311;14940;2582;69352;393;2914;85859;4940;28;449;259;138010;195;3441;55787;2276;13742509;946679;;;;;;;;;;;;;;;;;20;236687;;14;80988;;9;23224;;3;15549;;4;4476;1;117;;50;269657;;7;10013;;21;102;44;14;8;15;1;15;1;9;0;155;54;;25;4;;192;27;;81020;11368;7532;3820;39316;1027;1730;394;71;264;506;122;319;74;229;145;3003;21;1;;;3;1;0;;0;0;24;1294.89;320.35;59.25;237.48;326.22;80.98;277.25;40.78;181.18;101.12;2221.44;1283;1176.77;367;470;853;6234;4326;2040;496;458;15244;66;18;2468;459;237;284;598;545;76;2192;6706;21950;319.92;472.5;795.03;5976.77;4086.99;1942.09;411.95;381.78;14387.03;62.41;17.33;2303.97;410.47;213.38;262.06;580.5;524.45;76.95;2115.53;6353.67;20740.7;22;5;12;4;1
PACA-05;93105;ALPES MARITIMES;1459;471;152;2082;75358;24273;12545;112176;427762;118691;41466;587919;174;92;21;287;21641;18631;1700;41972;249;;;249;241;;;241;1965;0;;1965;85;20;;105;9603;2093;;11696;4;;4;1;;1;1393;0;2;1395;9043;3194;14;12184;10679;3224;16;13852;481;2945;112828;3614;5;256;162;83216;40;349;11041;260;7706705;621865;;;;;;;;;;;;;;;;;12;128699;;10;43803;;1;5435;;1;3918;;2;5370;1;9;;26;209191;;6;10409;;14;52;7;5;2;10;0;10;0;3;0;80;9;0;13;1;0;101;0;0;49967;7159;4446;1897;24851;657;915;194;63;146;265;55;82;13;84;86;1445;30;19;;;12;6;;;;;42;662.84;144.23;51.07;112.17;174.55;38.2;69.04;6.46;75.36;73.67;1061.92;445;422.77;172;204;334;2426;2606;1075;161;267;7245;44;5;1496;132;49;139;363;223;11;1585;3998;11243;157.54;187.65;323.95;2301.51;2448.17;1025.48;127.21;196.45;6767.96;37.15;4.37;1363.73;113.97;44.73;118.97;349.53;212.55;12.15;1440.73;3653.15;10421.11;17;5;11;;1
PACA-06;93106;ALPES DU SUD;247;85;27;359;15626;5105;2621;23352;75827;17714;7912;101453;3;19;3;25;179;4689;89;4957;121;12;;133;87;8;;95;1343;444;;1787;30;21;;51;5073;5683;;10756;3;;3;0;;0;752;130;;882;3318;1134;;4452;4125;1313;;5438;71;738;20797;1865;10;135;76;42694;30;392;11090;271;918934;194722;;;;;;;;;;;;;;;;;3;18167;;2;5077;;1;;;1;;;1;629;1;18;;10;34919;;;;;2;9;1;2;1;;;2;1;;;13;3;0;2;1;;20;12;;9026;1136;38;0;4434;48;202;62;43;23;40;11;15;1;22;14;294;;;;;;;;;;;;188.91;61.53;40.67;27.14;37.74;9.2;14.06;0.02;17.51;12.95;271.19;53;38.4;41;29;78;723;515;249;39;54;1728;13;2;340;44;20;41;54;69;4;367;934;2662;35.83;35.2;71.6;664.65;456.6;223.98;26.11;39.64;1553.61;11.27;2;312.33;36.68;16.89;34.59;47.76;62.23;3.75;336.68;847.29;2400.9;6;;6;;
PDL-01;52101;LOIRE ATLANTIQUE;1591;461;167;2219;93913;24106;12991;131010;531784;123570;49229;704583;194;70;23;287;43201;17340;3963;64504;720;54;0;774;605;32;0;637;9930;838;0;10768;348;207;20;575;28018;14496;2656;45170;11;0;11;1629;0;1629;5707;304;0;5993;27369;7098;2200;36199;33858;8608;2299;44193;904;7694;266494;25036;122;592;355;179604;92;3176;32604;1351;8949040;622794;;;;;;;;;;;;;;;;;10;81005;;8;29219;;6;16148;;5;5428;;3;4571;;;;27;258843;;7;15851;;10;59;8;4;3;8;1;8;0;2;0;81;12;1;12;5;0;99;21;0;53666;7232;5083;2674;18982;764;1087;301;32;137;214;52;197;62;167;69;1796;2;;;;3;1;;;;;5;840.28;220.25;25.8;129.48;167.33;38.73;175.62;27.67;130.76;49.94;1391.6;722;712.3;219;321;617;4605;3588;1053;280;426;11109;58;13;1593;264;164;154;344;241;26;2227;4920;16029;192.57;306.04;558.62;4348.58;3270.33;981.77;196.37;323.71;10177.99;46.93;11.87;1443;220.84;133.83;142.02;331.27;220.4;25.28;2095.93;4537.54;14715.53;27;7;17;2;1
PDL-02;52102;MAINE ET LOIRE;1138;296;137;1571;54705;17603;9533;81841;355908;81542;36415;473865;147;65;21;233;17879;13336;3710;34925;360;19;;379;337;18;;355;4880;166;0;5046;284;86;;370;10234;4147;;14381;12;2;14;758;1;759;3073;168;0;3235;15251;4945;841;20749;18685;5435;890;24533;471;4167;144048;7703;46;189;111;59560;;;;;6612757;1459454;;;;;;;;;;;;;;;;;7;79966;;6;33371;;4;10594;;2;4332;;1;2201;;;;22;220761;;6;9201;;9;35;6;5;5;4;2;12;2;1;0;57;15;5;9;5;1;90;24;6;34908;5724;2765;2550;16502;358;739;131;69;91;155;36;118;9;105;77;1203;25;25;;;;;;;;;25;533.19;82.25;57.09;76.47;116.08;29.42;95.2;3.57;77.56;51.43;877.03;523;471.02;165;195;330;2891;2292;646;178;236;6933;48;3;1125;165;92;108;275;168;20;1320;3232;10165;150.09;183.87;318.87;2742.53;2165.38;597.29;130.21;178.71;6466.95;41.21;4.39;1013.47;146.69;80.96;98.27;262.56;156.21;21.16;1193.33;2937.29;9404.24;13;2;10;1;
PDL-03;52103;MAYENNE ET HAUT-ANJOU;486;112;63;661;22561;4693;3517;30771;145572;20465;12565;178602;15;44;3;62;4095;7211;510;11816;218;7;;225;188;7;;195;1842;183;;2025;100;27;;127;18536;2133;;20669;8;;8;15;;15;1142;52;290;1484;6356;1763;0;8119;8740;1816;290;10846;312;2599;94335;8918;49;188;74;61309;66;776;19171;596;;;;;;;;;;;;;;;;;;;3;33890;;3;8123;;;;;;;;2;1886;;;;14;60263;;1;1830;;7;14;3;3;2;1;0;3;0;0;0;21;5;;3;1;1;36;14;14;11017;2242;1561;474;9164;131;217;50;44;14;60;14;26;3;23;10;339;51;44;;;4;;;;;;55;154.86;33.55;31.95;12.56;37.12;9.35;20.31;1.73;18.55;6.74;239.31;87;83.32;66;77;125;1084;1125;291;76;103;2947;23;6;524;54;30;53;47;52;12;636;1407;4354;59.02;67.47;120.38;1028.06;1045.45;271.93;50.39;76.12;2718.82;23.47;3.33;494.28;43.76;25.73;44.66;46.11;48.35;10.6;589.69;1304.25;4023.07;11;;9;;2
PDL-04;52104;SARTHE;769;184;97;1050;45049;10115;6436;61600;252888;44622;23691;321201;57;57;12;126;7302;9899;2169;19370;271;12;0;283;247;9;0;256;2963;139;0;3102;158;0;0;158;14305;0;0;14305;0;0;0;0;0;0;1959;85;0;2038;13722;4762;938;18248;16000;4906;938;20595;283;2077;76752;0;;325;159;107311;30;453;8914;332;2409334;510522;;;;;;;;;;;;;;;;;6;46571;;3;9716;;2;6442;;1;2976;;4;6164;;;;17;114334;;3;5805;;9;23;3;2;1;3;0;7;0;1;0;36;4;5;5;2;1;45;8;9;23416;3191;1425;776;7698;146;364;94;52;41;119;27;41;1;43;21;589;2;;;;3;;;;;;5;272.17;66.61;39.19;30.07;82.03;16.48;35.37;0.2;36.68;19.21;445.66;217;203.36;108;147;186;1748;1494;519;107;106;4415;26;4;870;79;55;79;109;109;7;1033;2316;6731;92.53;141.17;163.51;1632.79;1342.17;474.24;79.07;86.82;4012.3;26.3;4.55;855.77;69.18;45.16;64.64;97.52;99.23;6.47;955.79;2179.45;6191.75;11;;8;1;2
PDL-05;52105;VENDÉE;970;189;104;1263;61837;10573;7125;79535;311600;45760;24913;382273;94;46;12;152;14662;9592;4127;28381;344;47;;391;325;29;;354;3971;864;0;4835;227;115;;342;26675;7717;;34392;0;;0;0;;0;2630;145;;2775;12028;3427;;15455;15442;4094;;19536;515;4424;159177;7186;23;333;233;110518;;;;;2275615;161230;;;;;;;;;;;;;;;;;6;99374;;3;16983;;2;10562;;2;3231;;4;13558;1;9;;20;154136;;1;4268;;5;22;2;3;3;5;1;4;0;1;0;35;6;1;5;3;0;47;6;0;22270;3786;2222;1031;15466;256;532;244;;45;84;32;42;2;40;23;723;0;0;;0;0;0;;0;0;0;0;373.89;164.5;;35.39;61.91;24.84;34.48;1.21;25.73;14.5;511.72;188;163.86;125;167;161;2362;1997;589;133;171;5705;40;5;911;135;58;110;111;204;22;932;2470;8175;117.22;152.39;143.59;2066.01;1770.59;537.23;88.45;132.98;5008.46;34.25;3.9;817.52;100.46;45.91;78.46;104.84;176.44;15.18;866.31;2197.36;7205.82;17;;12;1;4
