NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_OUI;PHARMA_A17_OUI;PHARMA_A18_OUI;PHARMA_A19_OUI;PHARMA_A20_OUI;PHARMA_A16_NON;PHARMA_A17_NON;PHARMA_A18_NON;PHARMA_A19_NON;PHARMA_A20_NON;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
GE-04;44104;NORD ARDENNES;464;79;56;599;19849;3886;2893;26628;115180;20437;10564;146181;30;23;4;57;4026;2632;1155;7813;208;8;;216;186;8;;194;2267;68;;2335;65;45;;110;10444;6261;;16705;6;;6;0;;0;1346;45;;1383;4309;986;;5295;5947;1346;;7244;63;770;21615;0;;108;72;29411;;;;;1869839;97951;;;;;;;;;;;;;;;;;4;23517;;2;8392;;2;4417;;;;;2;1821;1;28;;12;58767;;1;2828;;4;6;2;3;1;1;0;3;0;1;0;14;3;4;3;0;1;28;0;11;8101;1526;46;151;5392;93;153;22;32;13;32;13;15;3;20;11;234;;;;;;;;;;;;122.79;16.14;28.01;11.86;28.54;11.68;12.9;2.25;18.51;7.51;192.5;98;97.03;55;56;87;885;698;312;33;35;2161;4;3;395;49;17;37;56;47;6;357;954;3115;50.31;55.74;76.04;845.47;661.18;281.78;31.15;27.27;2028.94;3.96;3;363.72;45.21;17.23;34.37;57.12;48.04;4.91;355.96;916.29;2945.23;6;;4;1;1
GE-05;44105;CHAMPAGNE;933;349;89;1371;46237;18013;6320;70570;298440;86420;21771;406631;105;57;9;171;14981;13565;1352;30866;360;27;;387;325;12;;337;1918;197;;2115;61;48;9;118;5941;4563;2496;13000;1;0;1;0;;0;1371;77;;1448;12019;5808;943;18574;14158;6003;958;20920;418;3277;115385;15594;73;260;149;76451;30;300;6480;177;4481112;161526;;;;;;;;;;;;;;;;;7;66484;;5;17465;;;;;;;;2;1527;1;64;;23;155709;;2;2595;;12;35;27;3;3;8;2;9;2;1;0;56;34;3;7;3;;57;21;;32311;2777;2428;1501;16778;337;635;143;28;80;169;35;89;65;56;70;1084;;;;;;;;;;;;458.47;104.45;24.01;67.22;121.4;26.67;69.97;19.26;47.83;51.56;768.49;590;506.73;96;147;311;2463;1550;873;154;190;5784;38;6;1120;153;63;84;225;144;19;1171;2960;8744;84.85;144.22;275.27;2347.51;1442.42;830.38;125.5;147.84;5397.99;33.95;5.55;1026.75;120.15;54.52;79.52;213.57;133.66;20.67;1072.93;2706.75;8104.74;14;4;7;2;1
GE-06;44106;AUBE ET  SÉZANNAIS;446;80;62;588;19803;3800;3640;27243;141581;21128;13298;176007;49;15;2;66;5272;2656;938;8866;174;6;;180;145;6;;151;1453;104;;1557;66;36;;102;10336;5334;;15670;;;;;;;1042;65;;1095;3089;1604;490;4548;6130;2674;490;8657;188;1410;43771;0;;170;114;46589;40;273;7018;197;2214015;110936;;;;;;;;;;;;;;;;;3;32997;;3;10225;;2;1246;;1;1589;;2;3605;;;;6;63119;;1;2598;;2;7;1;4;3;1;1;3;0;0;0;15;5;0;3;2;0;13;9;0;5709;2315;1100;462;3158;63;236;33;40;15;49;17;28;2;25;16;356;4;3;;;0;0;;;0;0;4;183.94;29.62;26.02;15.98;38.48;14.25;23.22;0.44;23.13;14.94;284.15;97;77.53;69;61;73;894;794;262;61;59;2273;16;4;435;46;15;44;74;64;4;418;1105;3378;64.41;57.34;72.66;868.07;765.91;247.09;55.62;45.04;2176.14;15.47;2.58;418.83;42.77;15.22;41.85;73.01;61.4;4.98;398.61;1059.5;3235.64;10;;9;1;
GE-07;44107;MOSELLE EST;420;81;41;542;16582;4032;2888;23502;112179;18129;8901;139209;33;37;1;71;2788;6576;182;9546;433;6;;439;419;;;419;1758;;;1758;34;25;;59;7292;2415;;9707;3;0;3;0;;0;1498;118;;1616;4584;1954;228;6623;6083;2072;251;8291;89;775;20791;2772;15;60;50;17265;35;214;7720;164;1102138;77937;;;;;;;;;;;;;;;;;4;43313;;3;15874;;2;9160;;1;697;;;;;;;7;42722;;;;;2;9;1;2;2;;;2;;;;13;3;;2;1;;21;9;;9088;1343;149;139;7042;152;187;35;35;19;38;11;29;3;16;7;280;7;;;;1;;;;;;8;158.33;27.89;33.42;20.08;32.05;7.27;26.85;0.9;13.89;5.7;237.72;51;47.63;52;81;120;1065;526;380;32;49;2305;11;4;345;35;22;31;34;63;7;283;813;3118;46.04;78.93;109.06;989.59;485.33;341.79;28.65;42.98;2122.37;10.64;3;305.17;29.43;18.39;27.89;32.96;55.79;6.91;277.61;749.4;2871.77;5;;4;1;
GE-08;44108;LORRAINE NORD;870;218;133;1221;44648;12685;9934;67267;275184;63710;35450;374344;72;64;13;149;7980;12448;2334;22762;392;10;;402;349;10;;359;3826;94;;3920;96;89;24;209;12859;7329;3376;23564;6;0;6;0;;0;3046;63;;3105;16450;6957;1048;24155;20158;7235;1138;28226;281;1825;56677;10441;35;120;56;34842;32;346;6796;271;4026102;514452;;;;;;;;;;;;;;;;;5;61913;;6;22102;;6;13034;;2;6016;;3;2537;2;343;;17;106826;;3;8689;;14;28;1;5;3;5;;12;;15;7;65;11;;5;;;57;;;26413;5174;3946;546;17958;291;363;22;3;57;110;38;78;17;40;30;638;4;1;;;;;0;;0;1;5;314.65;16.13;5.68;51.15;92.46;30.92;71.31;9.31;35.08;28.51;551.32;249;194.85;176;125;301;2005;1396;195;109;116;4423;20;4;957;111;64;73;157;145;12;715;2194;6617;162.66;122.01;284.99;1929.56;1309.82;170.59;98.85;97;4175.48;20.11;4;896;95.61;60.94;65.59;146.83;147.81;11.46;650.65;2038.06;6213.54;13;7;4;2;
GE-09;44109;CŒUR GRAND EST;484;97;59;640;24387;5852;4157;34396;131657;26716;14684;173057;37;28;10;75;5126;1169;832;7127;341;23;;364;312;13;;325;2392;156;;2548;167;129;;296;11278;9905;;21183;12;;12;718;;718;1474;86;;1559;8634;2833;550;11697;10474;3115;1115;13819;335;2547;82474;6765;52;143;69;40639;180;1275;42362;853;1336234;274960;;;;;;;;;;;;;;;;;5;32277;;6;22295;;;;;;;;2;2027;;;;10;61104;;;;;4;18;1;2;2;0;0;5;1;0;0;25;4;0;3;0;;28;1;;7811;1342;133;59;6752;160;270;45;43;30;53;15;41;3;39;16;422;12;4;;;1;;;;;;13;191.98;38.58;36.77;25;39.78;11.4;29.64;2;34.6;9.35;307.35;124;77.32;60;77;55;1260;870;275;87;98;2782;25;2;603;77;28;78;73;51;7;607;1523;4305;57.43;74.83;53.35;1204.79;837.78;253.39;76.85;83.28;2641.7;22.54;2.5;557.87;71.17;26.61;69.96;71.09;47.86;5.44;589.09;1437.52;4079.22;13;;10;2;1
GE-10;44110;SUD LORRAINE;1088;450;93;1631;57793;22607;7381;87781;357347;109406;25834;492587;159;60;10;229;26251;22290;2664;51205;515;43;40;598;439;35;40;514;4202;752;295;5249;117;130;0;247;58664;8126;0;66790;11;2;13;1;0;1;2902;353;238;3471;23205;11058;2931;36740;27258;11789;3208;41589;280;2832;74547;7225;29;265;179;81315;50;359;15144;241;4174286;723392;;;;;;;;;;;;;;;;;12;164180;;9;34875;;7;15082;;3;11367;;2;5134;;;;27;190063;;7;11915;;7;45;5;4;2;3;1;9;1;2;0;63;9;0;10;2;0;99;17;0;51400;3598;3745;1359;16793;318;735;180;16;99;194;42;123;56;100;105;1313;18;3;;5;2;;;;;;20;517.93;137.33;14.07;87.26;135.02;34.02;106.67;20.65;85.87;71.69;937.83;607;595.26;143;263;390;3379;2237;1026;241;204;7883;50;8;1506;192;116;180;320;229;36;1670;4191;12074;132.79;253.78;370.15;3239.56;2122.73;974.76;204.34;173.86;7471.97;45.19;7.93;1404.57;171.58;105.71;161.87;309.88;222.54;34.52;1590.02;3948.1;11420.07;20;6;8;2;4
GE-11;44111;VOSGES;643;139;66;848;31677;6778;4725;43180;183167;31077;13468;227712;72;45;0;117;7207;8223;197;15627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581;5215;141504;14292;34;169;125;45244;18;321;10625;233;2337890;527839;;;;;;;;;;;;;;;;;5;47307;;4;19854;;;;;;;;6;6316;;;;17;99337;;;;;9;17;5;4;2;2;2;6;3;2;1;31;13;7;5;1;1;45;12;2;14065;2203;177;4;9724;50;327;64;73;27;80;19;;4;38;13;462;41;23;;1;5;1;;;;;46;249.99;54.68;46.11;24.78;62.27;15.21;;3.8;31.69;10.36;358.11;143;108.79;87;74;134;1145;1145;554;34;107;3280;22;2;641;44;21;67;79;90;12;585;1542;4822;71.32;71.85;127.08;1028.14;1009.47;536.7;23.67;85.54;2953.77;19.37;1.52;563.38;38.83;20.03;59.32;75.06;82.31;9.39;499.15;1348.33;4302.1;18;;16;;2
GUA-01;01101;ILE DU NORD;47;17;17;81;3472;795;795;5062;12905;3468;2596;18969;5;5;2;12;306;1146;76;1528;12;;;12;12;;;12;175;;;175;;;;;;;;;;;;;;;109;;;109;0;;;;111;;;111;7;5;87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3798;;;;;1;3;;0;;0;;0;;0;;3;;;1;;;6;;;2713;390;1;0;664;13;18;1;9;2;6;3;2;;1;10;37;1;0;0;0;1;1;0;;0;0;2;19.55;1.28;7.3;4.22;6.04;3.05;2.29;;1.25;7.43;36.56;6;12.01;20;6;30;112;80;46;5;3;302;4;;60;6;4;4;;4;2;48;128;430;18.31;5.86;28.58;106.33;76.45;42.41;4.73;2.55;285.22;3.68;;53.9;4.73;3.32;3.2;;4.16;2;41.14;112.81;398.03;2;;2;;
GUA-02;01102;GHT DE LA GUADELOUPE;480;140;56;676;18230;6758;5027;30015;129368;33712;17923;181003;98;28;8;134;5911;3964;1963;11838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;1501;66745;4134;46;165;25;41808;105;314;29668;264;1321959;2954770;;;;;;;;;;;;;;;;;4;31882;;2;5412;;2;6004;;1;2101;;2;90;;;;7;40787;;1;1199;;2;16;3;2;1;13;3;3;;2;1;36;8;1;7;;1;29;;2;12886;2272;652;76;3886;93;320;102;30;33;70;22;;7;34;31;462;0;0;0;;;;;;0;4;4;278.79;88.9;24.16;32.56;58.67;18.12;;5.16;32.16;26.64;401.42;261;217.2;75;71;209;1044;1005;471;29;95;2999;27;6;583;63;35;59;121;79;13;670;1621;4620;77.17;66.41;201.34;1020.01;929.65;435.33;27.37;87.64;2844.92;24.07;5.17;589.43;55.06;31.09;50.81;119.15;76.48;13.35;640.7;1574.22;4419.14;8;2;6;;
GUY-01;03101;GHT DE LA GUYANE;387;105;178;670;16725;4621;12616;33962;124069;28673;62944;215686;38;20;4;62;4532;1146;247;5925;75;6;;81;75;6;;81;877;52;;929;20;22;;42;1620;1209;;2829;;;;;;;379;43;;422;;;;;664;394;;1058;26;160;9522;0;;30;9;9735;;;;;526956;75673;;;;;;;;;;;;;;;;;3;23185;;3;8148;;;;;;;;3;1114;;;;8;54079;;1;2799;;3;9;5;4;3;1;;2;0;0;0;16;8;1;4;0;1;24;0;2;7944;3769;62;88;3712;18;502;302;48;39;59;25;15;4;22;24;626;0;0;0;0;0;0;0;0;0;0;0;392.73;213.19;39.03;34.79;55.04;25.47;13.62;4.33;20.14;19.13;504.99;133;100.96;193;70;107;1021;813;392;46;55;2697;16;5;560;59;32;41;81;43;8;383;1196;3893;177.15;66.78;107.08;1006.39;767.35;366.42;41.53;46.28;2578.98;15.26;4.12;550.09;56.87;31.09;38.61;82.66;44.89;7.15;374.53;1174.18;3753.16;4;;4;;
HF-01;32101;AISNE NORD;752;140;79;971;37241;7313;4903;49457;219537;29323;15527;264387;52;61;1;114;7702;9307;1128;18137;100;0;;100;90;0;;90;1150;0;;1150;36;15;;51;7699;1448;;9147;8;0;8;163;0;163;582;0;;582;5114;1087;;6201;5800;1106;;6903;519;4251;120230;5005;32;235;111;67722;50;616;20956;428;2622475;337926;;;;;;;;;;;;;;;;;6;61290;;1;5231;;;;;;;;3;2838;1;105;;18;98658;;2;2981;;5;21;3;4;3;1;1;6;1;0;0;32;8;1;4;3;1;44;38;2;17622;2414;1586;674;12198;73;404;81;49;34;95;26;17;1;30;27;574;7;0;0;0;5;0;;0;2;3;17;311.94;55.05;45.56;30.56;71.24;23;16.64;1.08;28.28;16.82;446;166;153.99;75;82;127;1325;1173;591;59;106;3538;22;5;690;66;39;63;69;91;7;720;1733;5271;69.02;76.94;121.6;1275.67;1134.34;532.36;46.85;83.26;3340.04;21.04;3.91;654.69;54.6;30.24;56.22;67.78;86.43;7.14;690.71;1642.52;4982.56;16;;15;;1
HF-02;32102;AISNE SUD- SAPHIR;332;60;36;428;20093;4725;2522;27340;104160;11472;8568;124200;4;25;0;29;77;3925;368;4370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;652;14295;0;0;50;34;15584;;;;;1269904;180574;;;;;;;;;;;;;;;;;3;19213;;4;8546;;;;;;;;1;925;;;;5;37295;;;;;4;9;1;2;1;1;1;2;;;;14;3;0;2;;;15;;;8670;1146;706;43;5256;74;160;23;34;22;49;13;;1;12;9;231;13;;;;2;;;2;;;17;137.29;18.03;29.72;20.69;43.49;13.3;;0.8;11.88;8.03;201.49;64;58.46;39;20;58;477;432;225;7;15;1273;8;;239;8;5;17;42;33;8;267;622;1895;36.84;27.4;54.35;460.86;421.9;212.45;4.46;12.24;1230.5;7.54;;221.91;6.64;5.06;15.9;39.56;33;7.16;256.44;588.15;1818.65;3;;2;;1
HF-03;32103;ARTOIS;628;128;68;824;40612;6516;4592;51720;193311;28871;16533;238715;76;41;8;125;15778;6488;2065;23312;187;;;187;175;;;175;1916;;;1916;70;31;;101;10236;3008;;13244;8;;8;0;;0;1266;9;;1316;6547;3202;154;10115;7885;3319;154;11560;172;1163;46441;4876;30;120;119;33479;;;;;3768558;461749;;;;;;;;;;;;;;;;;4;33444;;5;19543;;2;6100;;1;5075;;1;631;;;;11;67090;;3;4305;;7;10;1;3;2;4;;2;;1;;20;3;;4;;;19;;;16293;2811;2142;971;9067;147;337;40;32;45;82;24;31;2;43;6;501;13;0;0;0;1;0;;;0;0;14;274.98;31.28;28.46;42;65.56;21.51;27.26;1.4;36.61;6;411.81;191;163.72;97;87;197;1403;1134;495;77;110;3600;14;2;556;75;48;55;95;81;14;465;1357;4957;89.72;97.95;183.46;1316.81;1055.27;393.16;62.89;88.7;3287.96;13.28;1.7;509.29;67.96;43.49;51.21;87.25;80.21;13.75;448.23;1272.88;4560.84;5;;5;;
HF-04;32104;ARTOIS-TERNOIS;305;35;44;384;14838;2392;2929;20159;89732;9644;12328;111704;54;16;2;72;4901;3343;414;8658;130;12;;142;110;6;;116;1412;463;;1875;36;10;;46;4599;740;;5339;8;;8;0;;0;912;166;;1078;3836;1368;262;4848;4759;1574;277;6037;113;1390;35040;2775;12;140;142;44335;;;;;1489757;242211;;;;;;;;;;;;;;;;;2;18511;;2;9097;;;;;;;;1;1781;;;;6;35870;;1;1169;;2;7;2;1;1;1;1;7;;0;;16;4;;1;1;;15;15;;5185;1844;379;578;4614;20;173;19;35;24;47;21;17;;26;5;268;2;2;;;;;;;;;2;138.4;14.39;35.2;17.36;39.35;19.52;13.79;;20.22;2.7;214.46;98;90.24;64;46;119;740;659;215;42;49;1934;7;1;336;44;20;35;49;28;3;343;846;2780;56.73;40.02;109.6;696.67;592.14;181.95;37.51;39.99;1754.61;6.08;0.45;317.23;42.34;18.37;31.55;46.29;27.94;3.87;330.26;806.01;2560.62;5;;3;;2
HF-05;32105;DOUAISIS;351;83;28;462;16412;3819;2413;22644;92301;20393;7606;120300;29;21;2;52;4632;4251;218;9101;130;;;130;90;;;90;1137;;;1137;40;15;;55;4806;1568;;6374;;;;;;;642;;;642;5713;2023;864;8530;6719;2291;878;9634;58;562;16085;996;5;90;38;25860;;;;;1339162;75224;;;;;;;;;;;;;;;;;2;19448;;1;9385;;;;;;;;;;;;;6;56656;;;;;2;10;1;2;1;;;3;;;;15;2;;1;;;12;;;5962;1091;166;682;4658;42;155;31;;23;36;13;24;3;15;9;242;;;;;;;;;;;;121.89;25.26;;18.96;38.08;14.54;20.56;2.2;13.13;8.37;204.23;83;77.22;35;39;67;702;479;127;54;47;1550;3;;280;47;31;35;33;44;4;230;676;2226;31.92;38.88;63.31;663.65;453.59;123.21;47.05;35.38;1456.99;3.2;;255.44;38.61;28.3;31.35;29.96;39.52;4;217.81;619.89;2076.88;3;;3;;
HF-06;32106;HAINAUT-CAMBRÉSIS;1388;340;174;1902;73450;17707;10861;102018;401136;82579;38868;522583;131;82;13;226;14635;17120;2431;34186;450;22;;472;384;8;;392;4108;318;;4426;173;76;;249;17926;10839;;28765;3;1;4;344;1;345;2805;87;;2892;17259;6399;855;24361;22226;6507;855;29436;708;5766;170464;18996;120;348;182;109229;;;;;3145605;741922;;;;;;;;;;;;;;;;;10;96440;;8;36333;;4;8498;;3;7404;;4;5825;;;;20;206277;;5;6744;;9;31;4;7;4;5;2;3;1;1;0;47;11;5;7;3;2;79;3;13;39516;4884;2402;1076;17808;336;696;151;65;85;171;48;67;13;80;41;1068;11;0;;0;3;0;0;0;0;0;14;571.86;137.3;53.58;73.39;127.88;38.21;54.83;10.71;71.57;25.08;861.93;229;197.91;157;173;278;2718;2358;814;178;232;6908;33;2;1163;164;90;119;183;194;21;1073;2952;9860;148.94;166.08;257.12;2617.92;2256.54;736.57;153.31;201.68;6538.16;30.45;1.05;1073.48;142.13;78.29;109.51;170.69;183.17;19.07;996.56;2726.11;9264.27;13;;12;;1
HF-07;32107;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;2399;814;310;3523;124759;39100;21301;185160;648695;174790;80234;903719;368;207;49;624;47950;44310;7069;99329;58;19;60;137;46;19;60;125;1076;168;545;1789;23;28;20;71;3724;2899;3208;9831;0;0;0;0;0;0;592;136;375;1099;4542;1710;2594;8815;5793;1953;3048;10684;792;7389;218966;14081;50;480;238;128687;95;3453;40704;1536;15643772;3720951;;;;;;;;;;;;;;;;;16;191861;;15;91759;;6;9773;;2;9237;;6;5943;1;99;;41;293913;;6;6454;;25;110;9;10;6;12;1;6;0;0;0;138;16;2;22;2;0;180;26;0;90874;10659;4632;3301;34002;1238;1540;204;128;272;423;102;80;86;204;123;2456;;;;;;;;;;;;1124.13;149.14;108.55;211.18;298.54;84.12;61.29;30.99;168.04;91.3;1774.29;1183;1087.15;350;333;1011;4898;4867;1203;267;456;13385;66;8;2327;199;111;176;639;397;47;3057;6916;20301;308.94;327.45;916.8;4598.46;4597.87;1091.58;191.3;375.94;12408.34;63.12;8;2156.07;178.53;102.45;157.81;611.63;377.54;45.74;2885.1;6483.54;18891.88;25;9;15;;1
HF-08;32108;DUNKERQUOIS ET AUDOMAROIS;493;144;61;698;32316;8195;4029;44540;145781;33952;13611;193344;43;34;2;79;5707;6232;624;12563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;335;2694;68466;18142;83;80;54;29200;;;;;1987078;104441;;;;;;;;;;;;;;;;;3;35900;;4;17295;;1;12;;1;219;;;;1;168;;7;84601;;1;1470;;2;15;2;2;2;1;;1;;0;;19;4;;3;3;;29;5;;14580;2070;779;583;7203;269;262;43;37;32;70;20;1;1;38;8;380;;;;;;;;;;;;212.15;32.35;33.94;27.99;59.93;19.16;0.8;1;30.82;10.35;315.05;116;110.87;62;76;126;978;839;306;30;100;2517;14;1;429;51;30;56;73;68;7;389;1088;3605;56.48;74.64;124.4;903.33;763.87;291.88;25.43;86.81;2326.84;12.41;0.55;399.37;44.26;25.68;49.24;69.36;65.52;7;380.8;1028.51;3355.35;4;;4;;
HF-09;32109;LITTORAL SUD;539;138;70;747;28810;7334;4614;40758;158954;31703;19114;209771;77;53;9;139;7387;7897;1118;16402;213;10;;223;176;5;;181;1709;1182;;2891;50;50;;100;5467;6964;;12431;;2;2;;0;0;1184;60;;1244;6520;5023;;11543;8104;5083;;13187;178;1735;51950;5523;20;90;60;29421;;;;;2527213;95432;;;;;;;;;;;;;;;;;5;47432;;6;29838;;2;6480;;2;6651;;2;4869;;;;9;85400;;2;1264;;4;17;1;2;2;2;1;3;0;0;0;24;4;0;3;0;0;26;0;0;15290;2494;891;330;6924;206;289;21;24;33;82;34;31;14;20;30;466;0;0;;;;;;;;;0;235.13;18.37;19.19;28.75;71.47;32.16;26.48;6.36;17.74;25.31;382.49;177;102.04;90;60;197;1211;955;358;76;108;3055;8;3;443;85;25;44;69;93;6;459;1210;4265;68.8;64.02;177.35;1103.7;864.3;316.06;60.05;82.41;2736.69;7.25;3.59;405.51;74.69;22.51;39.25;66.66;85.73;5.76;433.52;1121.96;3858.65;3;;2;1;
HF-10;32110;OISE OUEST ET VEXIN;330;71;43;444;16045;3595;3055;22695;106789;18305;12128;137222;40;21;3;64;2282;3614;896;6792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;1007;28796;0;;305;151;102305;35;456;11867;352;1854137;505651;;;;;;;;;;;;;;;;;3;33056;;2;12306;;2;7374;;1;;;2;2854;;;;9;77708;;1;1197;;2;10;3;1;1;0;0;3;1;0;0;14;5;;2;1;;18;14;;7876;1555;707;46;3649;12;223;50;36;29;57;16;;2;17;27;326;2;0;0;0;2;0;;0;0;0;4;174.36;36.23;32.04;22.24;43.84;13.43;;1.33;14.42;18.95;252.9;115;109.63;40;37;67;577;608;248;27;37;1641;11;0;355;24;11;39;61;63;6;418;977;2618;38.77;36.92;62.87;560.79;580.78;239.54;20.52;26.41;1566.6;8.28;0.57;333.94;18.44;9.64;36.4;58.33;58.46;5.93;380.97;901.32;2467.92;6;;4;;2
HF-11;32111;OISE SUD;318;46;50;414;14245;2675;4026;20946;98865;11922;14159;124946;17;23;5;45;1746;3633;1695;7074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;677;22393;0;7;103;58;33541;;;;;997299;157721;;;;;;;;;;;;;;;;;3;14051;;4;5811;;;;;;;;1;298;1;344;;6;34267;;1;1428;;2;5;2;1;;1;;1;;;;8;2;;2;;;20;;;6303;1939;963;85;4230;44;180;50;10;23;47;19;;;12;9;248;8;;;;2;;;;;;10;155.46;41.45;8.33;21.72;41.66;16.53;;;10.53;9.13;216.78;58;66.48;44;25;65;567;534;255;21;28;1539;8;2;252;16;11;24;54;22;5;211;594;2133;48.63;26.56;69.23;546.21;526.54;243.4;18.36;19.68;1498.61;6.75;1.17;235.97;12.49;9.11;22.15;52.85;20.9;4.8;199.44;556.52;2055.13;3;;3;;
HF-12;32112;OISE NORD EST (ONE);357;74;24;455;14915;3308;1967;20190;98775;13254;7453;119482;38;27;1;66;1879;2850;356;5085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132;1090;29135;1799;3;150;68;49788;33;277;8369;191;234083;;;;;;;;;;;;;;;;;;3;20863;;1;5502;;;;;;;;1;829;;;;5;45153;;1;1092;;2;5;5;1;1;2;2;1;1;0;0;9;9;3;1;0;1;12;0;5;6195;1143;829;116;3927;29;161;7;;15;34;10;;1;13;9;218;0;0;;0;0;0;;0;0;0;0;137.08;5.78;;15.04;29.15;9.1;;0.1;11.37;7.6;185.3;71;67.25;34;38;34;543;593;173;20;30;1465;10;1;228;17;10;26;50;34;2;254;622;2087;30.81;36.37;36.68;508.41;560.52;156.18;13.51;23.59;1366.07;9.43;1;212.99;14.03;8.22;26.09;46.29;34.32;2;240.61;586.76;1952.83;4;;3;;1
