,Editeur,titres
4408,UNION DEPARTEMENTALE CGT LOIRE,1
4409,UNION DEPARTEMENTALE DES COTES D'ARMOR FEDERATION DES MALADES ET HANDICAPES,1
4410,UNION DEPARTEMENTALE DES SYNCICATS CONFEDERES FORCE OUVIERE D' EURE ET LOIRE,1
4411,UNION DEPARTEMENTALE DES SYNDICATS C.G.T. DE L'AUDE,1
4412,UNION DEPARTEMENTALE DES SYNDICATS C.G.T. FORCE OUVRIERE DE LA MOSELLE,1
4414,UNION DEPARTEMENTALE DES SYNDICATS CFDT DES HAUTES PYRENEES,1
4429,UNION DEPARTEMENTALE DES SYNDICATS CGT DE LOIR-ET-CHER,1
4415,UNION DEPARTEMENTALE DES SYNDICATS CFDT DU VAL D'OISE,1
4416,UNION DEPARTEMENTALE DES SYNDICATS CGT  FORCE OUVRIERE DU CANTAL (UD CGT-FO DU CANTAL),1
4417,UNION DEPARTEMENTALE DES SYNDICATS CGT DE L'AISNE,1
4418,UNION DEPARTEMENTALE DES SYNDICATS CGT DE L'ARDECHE,1
4419,UNION DEPARTEMENTALE DES SYNDICATS CGT DE L'EURE,1
4420,UNION DEPARTEMENTALE DES SYNDICATS CGT DE L'ISERE,1
4421,UNION DEPARTEMENTALE DES SYNDICATS CGT DE L'ORNE,1
4422,UNION DEPARTEMENTALE DES SYNDICATS CGT DE LA CHARENTE MARITIME,1
4423,UNION DEPARTEMENTALE DES SYNDICATS CGT DE LA DROME,1
4424,UNION DEPARTEMENTALE DES SYNDICATS CGT DE LA HAUTE-LOIRE,1
4425,UNION DEPARTEMENTALE DES SYNDICATS CGT DE LA HAUTE-SAONE,1
4426,UNION DEPARTEMENTALE DES SYNDICATS CGT DE LA MANCHE,1
4427,UNION DEPARTEMENTALE DES SYNDICATS CGT DE LA NIEVRE,1
4428,UNION DEPARTEMENTALE DES SYNDICATS CGT DE LA SOMME,1
4466,UNION DES CADRES ET INGENIEURS DE LA CGT - FORCE OUVRIERE,1
4468,UNION DES CERCLES GENEALOGIQUES LORRAINS,1
4535,UNION NATIONALE DES RETRAITES DE LA POLICE (UNRP),1
4511,UNION LOCALE C.G.T. DE CHALONS EN CHAMPAGNE,1
4517,UNION LOCALE CGT-FO,1
4516,UNION LOCALE CGT SAINT-JUNIEN,1
4515,UNION LOCALE CGT DE LA REGION CHOLETAISE,1
4514,UNION LOCALE CGT D'ANGERS ET ENVIRONS,1
4513,UNION LOCALE CGT COLMAR ET ENVIRONS,1
4512,UNION LOCALE CFDT,1
4510,UNION INTERFEDERALE DES TRANSPORTS CGT,1
4469,UNION DES CERCLES LEGITIMISTES DE FRANCE,1
4509,UNION FRATERNELLE DES VENDEENS DE PARIS,1
4508,UNION FRANCAISE DES RETRAITES,1
4507,UNION FEDERALE DES SYNDICATS ET DES ASSOCIATIONS PROFESSIONNELS AGRICOLES DU LIMOUSIN (UFAL),1
4506,"UNION FEDERALE DES RETRAITES ET PRE-RETRAITES DE LA FEDERATION DES TRAVAILLEURS DES INDUSTRIES DU LIVRE, DU PAPIER ET DE LA COMMUNICATION (UFR FILPAC CGT)",1
4505,UNION FEDERALE DES CONSOMMATEURS-QUE CHOISIR D'EURE ET LOIR,1
4504,UNION FEDERALE DES CONSOMMATEURS U.F.C 72 QUE CHOISIR,1
4518,UNION LOCALE DES SYNDICATS CGT DE DIJON,1
4519,UNION LOCALE DES SYNDICATS CGT DE LILLE ET ENVIRONS,1
4520,UNION LOCALE SGPEN CGT DE CAEN,1
4521,UNION MARCOPHILE ET SOCIETE DE COLLECTIONNEURS D'ESTAMPILLES ET D'OBLITERATIONS POSTALES,1
4522,UNION NATIONALE CULTURE ET BIBLIOTHEQUES POUR TOUS  UNCBPT,1
4523,UNION NATIONALE DE COMBATTATS  DE SEINE-MARITIME,1
4524,UNION NATIONALE DE YOGA (UNY),1
4525,UNION NATIONALE DES ASSOCIATIONS ADMR,1
4526,UNION NATIONALE DES ASSOCIATIONS FRANCE- ALZHEIMER ET MALADIES  APPARENTEES,1
4527,UNION NATIONALE DES COMBATTANTS,1
4528,UNION NATIONALE DES COMBATTANTS D'ILLE ET VILAINE,1
4529,UNION NATIONALE DES COMBATTANTS DES LANDES,1
4530,UNION NATIONALE DES COMBATTANTS DU DEPARTEMENT DE L'AUBE,1
4531,UNION NATIONALE DES INVALIDES ET ACCIDENTES DU TRAVAIL - ALSACE (UNIAT),1
4532,UNION NATIONALE DES OFFICIERS DE RESERVE (UNOR),1
4533,UNION NATIONALE DES PARACHUTISTES (UNP),1
4534,UNION NATIONALE DES PROFESSIONS LIBERALES (UNAPL),1
4503,UNION FEDERALE DES CONSOMMATEURS QUE CHOISIR ORLEANS,1
4502,UNION FEDERALE DES CONSOMMATEURS QUE CHOISIR MARTIGUES ETANG DE BERRE,1
4501,UNION FEDERALE DES CONSOMMATEURS QUE CHOISIR LOIRE,1
4484,"UNION DES SYNDICATS OUVRIERS CONFEDERES ""FORCE OUVRIERE"" DE LA MARNE",1
4470,UNION DES DEPORTES D'AUSCHWITZ,1
4471,UNION DES FAMILLES LAIQUES  (UFAL),1
4472,UNION DES FÉDÉRATIONS ARBORICOLES ET APICOLES D'ALSACE ET DE MOSELLE - UFAM,1
4473,UNION DES INGENIEURS DES PONTS DES EAUX ET DES FORETS UNIPEF,1
4474,UNION DES JUIFS POUR LA RESISTANCE ET L'ENTRAIDE- U.J.R.E.,1
4475,UNION DES MUTILES ET ANCIENS COMBATTANTS DE L'ISERE (UMAC),1
4476,UNION DES PROFESSEURS DE PHYSIQUE ET DE CHIMIE,1
4477,UNION DES PROFESSEURS DE SPECIALES,1
4478,UNION DES SECTIONS LOCALES DE RETRAITES C.G.T.DE REIMS,1
4479,UNION DES SYNDICATS CGT DE LA MARNE,1
4480,UNION DES SYNDICATS CGT DE LA MAYENNE,1
4481,UNION DES SYNDICATS CGT DE SEINE-SAINT-DENIS,1
4482,UNION DES SYNDICATS CGT DES TRAVAILLEURS DE LA METALLURGIE DE PARIS,1
4483,UNION DES SYNDICATS DE RETRAITES CGT DE CHARENTE-MARITIME (USR CGT 17),1
4485,UNION DES TRANSPORTS PUBLICS,1
4500,UNION FEDERALE DES CONSOMMATEURS QUE CHOISIR HAUTE-VIENNE,1
4486,UNION DÉPARTEMENTALE DES SYNDICATS CGT DU CANTAL,1
4487,UNION DÉPARTEMENTALE DES SYNDICATS CGT FORCE OUVRIÈRE DES CÔTES D'ARMOR,1
4488,UNION FEDERALE CFDT DES CHEMINOTS ET DES ACTIVITES COMPLEMENTAIRES (UFCAC-CFDT),1
4489,UNION FEDERALE DE LA FRATERNITE CHRETIENNE DES PERSONNES AGEES MALADES ET HANDICAPEES,1
4490,"UNION FEDERALE DES ASSOCIATIONS FRANCAISES D'ANCIENS COMBATTANTS, DE VICTIMES DE GUERRE ET DES JEUNESSES DE L'UNION FEDERALE",1
4491,UNION FEDERALE DES CONSOMATEURS QUE CHOISIR DE TOULON,1
4492,UNION FEDERALE DES CONSOMMATEURS - CAEN,1
4493,UNION FEDERALE DES CONSOMMATEURS - QUE CHOISIR,1
4494,UNION FEDERALE DES CONSOMMATEURS - QUE CHOISIR BREST,1
4495,UNION FEDERALE DES CONSOMMATEURS - QUE CHOISIR DE SAVOIE,1
4496,UNION FEDERALE DES CONSOMMATEURS QUE CHOISIR DE MARSEILLE ET DES ALPES MARITIMES,1
4497,UNION FEDERALE DES CONSOMMATEURS QUE CHOISIR DE SAINT-NAZAIRE ET DE SA REGION,1
4498,UNION FEDERALE DES CONSOMMATEURS QUE CHOISIR DU RHÔNE,1
4499,UNION FEDERALE DES CONSOMMATEURS QUE CHOISIR DU VAL DE MARNE,1
4098,SYNDICAT FORCE OUVRIERE EDF/GDF  BEARN - BIGORRE,1
4096,SYNDICAT FO DU PERSONNEL ERDF-GRDF DU CENTRE DE FRANCHE COMTE SUD,1
3488,SGEN-CFDT LORRAINE,1
3683,SNUIPP REUNION,1
3691,SOC-NAT,1
3689,SNUipp/FSU 27,1
3688,SNUipp- FSU 41,1
3686,SNUIPP-FSU 91,1
3685,SNUIPP-FSU 67,1
3684,SNUIPP de l'AUBE,1
3682,SNUIPP PARIS,1
3673,SNUIPP DE LA MAYENNE,1
3681,SNUIPP FSU SECTION DU CANTAL,1
3680,SNUIPP FSU MOSELLE,1
3679,SNUIPP FSU 87,1
3678,SNUIPP FSU 70,1
3677,SNUIPP FSU 65,1
3676,SNUIPP FSU 37,1
3692,SOCHEPAR,1
3694,SOCIALTER,1
3695,SOCIETE  D'ETUDES ET DE RECHERCHES DE LA HAUTE VALLEE DE L'ARC,1
3696,SOCIETE AGRICOLE D'EDITION ET DE COMMUNICATION DE L'ALLIER (SAECA),1
3697,SOCIETE AGRICOLE D'EDITIONS ET DE COMMUNICATION ( S.A.E.C ),1
3698,SOCIETE ALPINE DE PROTECTION DE LA NATURE,1
3699,SOCIETE ALSACIENNE DE PUBLICATION -  L'ALSACE,1
3700,"SOCIETE ALSACIENNE DE PUBLICATIONS - "" L'ALSACE """,1
3701,SOCIETE ALSACIENNE DE PUBLICATIONS L'ALSACE,1
3702,SOCIETE AMICALE DU LOIR -ET- CHER A PARIS,1
3704,SOCIETE ANONYME DES GAZETTES ASSOCIEES,1
3705,SOCIETE ANONYME DES GAZETTES ASSOCIEES SAGA,1
3706,"SOCIETE ARCHEOLOGIQUE, HISTORIQUE, LITTERAIRE ET SCIENTIFIQUE DU GERS",1
3707,SOCIETE ARDENNAISE DE PRESSE,1
3708,SOCIETE ARIEGEOISE DE PRESSE,1
3709,SOCIETE ARLESIENNE DE PRESSE ET D'EDITIONS (SAPE),1
3710,SOCIETE ASSOCIATED NEWSPAPERS LIMITED,1
3675,SNUIPP FSU - SECTION VAUCLUSE,1
3672,SNUIPP 95,1
3637,SNUDI-FO DE LA LOIRE,1
3647,SNUIPP  DE L'ISERE,1
3653,SNUIPP - FSU MARNE,1
3652,SNUIPP - FSU 82,1
3651,SNUIPP - FSU 26,1
3650,SNUIPP - FSU 25,1
3649,SNUIPP - FSU 11,1
3648,SNUIPP (F.S.U.),1
3645,SNUEP-FSU,1
3671,SNUIPP 94,1
3644,SNUEP FSU - ACADEMIE DE LIMOGES,1
3643,SNUEP FSU,1
3642,SNUDI-FO SOMME,1
3641,SNUDI-FO SECTION DU VAUCLUSE,1
3640,SNUDI-FO SECTION DES YVELINES,1
3639,SNUDI-FO LANDES,1
3654,SNUIPP - SECTION DE SAONE-ET-LOIRE,1
3655,SNUIPP 08,1
3656,SNUIPP 17,1
3657,SNUIPP 18,1
3658,SNUIPP 22,1
3659,SNUIPP 29,1
3660,SNUIPP 34,1
3661,SNUIPP 43,1
3662,SNUIPP 56,1
3663,SNUIPP 61,1
3664,SNUIPP 68,1
3665,SNUIPP 72,1
3666,SNUIPP 77,1
3667,SNUIPP 78,1
3668,SNUIPP 89,1
3669,SNUIPP 90,1
3670,SNUIPP 92,1
3711,SOCIETE ASTRONOMIQUE DE FRANCE,1
3712,SOCIETE AVEYRONNAISE CENTRE PRESSE (SACEP),1
3713,SOCIETE AVEYRONNAISE D'EDITIONS PROGRESSISTES SAEP,1
3759,SOCIETE D'EDITION FRANCE D'ABORD,1
3765,SOCIETE D'EDITION PUBLIQUE,1
3764,SOCIETE D'EDITION POUR LE COMMERCE NON SEDENTAIRE,1
3763,SOCIETE D'EDITION MEUSIENNE DE LA PRESSE AGRICOLE  - SEMPA,1
3762,SOCIETE D'EDITION LE COURRIER D'AIX,1
3761,SOCIETE D'EDITION LA VOIX DE LA TERRE,1
3760,SOCIETE D'EDITION LA LIBERTE DE L'EST,1
3758,SOCIETE D'EDITION ET DE PUBLICATIONS AGRICOLES DU DEPARTEMENT DE L'ARDECHE (SEPADA),1
3714,SOCIETE AXONAISE DE PRESSE,1
3757,SOCIETE D'EDITION ET DE PUBLICATION AGRICOLE DE LOZERE (SEPAL),1
3755,SOCIETE D'EDITION ET DE PRESSE ANTEIOS,1
3754,SOCIETE D'EDITION ET DE PRESSE AGRICOLE DU TARN SEPA TARN,1
3753,SOCIETE D'EDITION ET DE PRESSE AGRICOLE DE L'ARIEGE,1
3752,SOCIETE D'EDITION ET DE DOCUMENTATION AGRICOLE (SEDA),1
3751,"SOCIETE D'EDITION ET D'INFORMATIONS AGRICOLES ET RURALES ""LA TOURANGELLE""",1
3766,SOCIETE D'EDITION RECHERCHES ET SYNTHESES (ERES),1
3767,SOCIETE D'EDITION RECHERCHES ET SYNTHESES ERES,1
3768,SOCIETE D'EDITION VOSGIENNE DE LA PRESSE AGRICOLE,1
3769,SOCIETE D'EDITIONS & DE PUBLICITES AGRICOLES DU DEPARTEMENT DE L'AIN (S.E.P.A.D.A. -  L'AIN AGRICOLE),1
3770,SOCIETE D'EDITIONS AGRICOLES DU BASSIN DE L'ADOUR,1
3771,SOCIETE D'EDITIONS ARCHITECTURALES (SEA),1
3772,SOCIETE D'EDITIONS ARCHITECTURALES / SEA,1
3773,SOCIETE D'EDITIONS DU COMMERCE ET DE L'INDUSTRIE (SECI),1
3774,SOCIETE D'EDITIONS ET D'EQUIPEMENTS DU TRANSPORT ROUTIER (SETR),1
3775,SOCIETE D'EDITIONS ET DE PERIODIQUES TECHNIQUES,1
3776,SOCIETE D'EDITIONS ET DE PROTECTION ROUTE - S.E.P.R.,1
3777,"SOCIETE D'EDITIONS ET DE PUBLICATIONS ""LES TALEMELIERS"" - SOTAL",1
3778,SOCIETE D'EDITIONS ET DE PUBLICITES AGRICOLES DU DEPARTEMENT DE SAONE ET LOIRE - SEPASAL,1
3779,SOCIETE D'EDITIONS PUBLISON PLUS,1
3780,SOCIETE D'EDITIONS RURALES ET AGRICOLES DE LORRAINE (S.E.R.A.L.),1
3782,SOCIETE D'EDITIONS TECHNIQUES AGRICOLES DE L'AISNE,1
3783,SOCIETE D'EMULATION DU BOURBONNAIS,1
3750,SOCIETE D'EDITION ET D'INFORMATION PROFESSIONNELLE AGRICOLE DU QUERCY S.E.P.A.Q.,1
3749,SOCIETE D'EDITION ET D'INFORMATION AGRICOLE ET COOPERATIVE (S.E.I.A.C),1
3748,SOCIETE D'EDITION ET D'EXPLOITATION DE SUPPORTS,1
3729,SOCIETE D'EDITION DE L'ELU D'AUJOURD'HUI,1
3715,SOCIETE CAUCHOISE DE PRESSE ET DE PUBLICITE,1
3716,SOCIETE CENTRALE D'INFORMATION,1
3717,SOCIETE CHERBOURGEOISE D'EDITIONS,1
3718,SOCIETE CLERICALE SAINT PIE X,1
3719,SOCIETE COMTOISE D'EDITION ET D'INFORMATION,1
3720,SOCIETE COOPERATIVE D'INFORMATION ET D'EDITION MUTUALISTE  C.I.E.M.,1
3721,SOCIETE D' EDITION 3L,1
3722,SOCIETE D' EDITION EDITEVE,1
3723,SOCIETE D'ARCHEOLOGIE D'HISTOIRE ET DE GEOGRAPHIE DE LA DRÔME,1
3724,SOCIETE D'ARCHEOLOGIE ET D'HISTOIRE DE LA MANCHE,1
3725,SOCIETE D'ARCHEOLOGIE ET D'HISTOIRE DU BERRY,1
3726,SOCIETE D'ART ET D'HISTOIRE DE SARLAT ET DU PERIGORD NOIR,1
3727,SOCIETE D'ART ET D'HISTOIRE DU MENTONNAIS,1
3728,SOCIETE D'EDITION D'ACTION ET DE LOISIRS - SEAL,1
3730,SOCIETE D'EDITION DE L'EXPLOITANT FAMILIAL,1
3747,SOCIETE D'EDITION DU JOURNAL LE TRAVAILLEUR CATALAN,1
3731,SOCIETE D'EDITION DE L'HEBDOMADAIRE DU LOUHANNAIS ET DU JURA,1
3732,SOCIETE D'EDITION DE LA PRESSE REGIONALE,1
3733,SOCIETE D'EDITION DE LA PRESSE REGIONALE  -  SEPR,1
3735,SOCIETE D'EDITION DE LA PRESSE REGIONALE SEPR,1
3736,SOCIETE D'EDITION DE LA TERRE DAUPHINOISE,1
3737,SOCIETE D'EDITION DE PRESSE 7 JOURS,1
3738,SOCIETE D'EDITION DE PRESSE LOCALE (S.E.P.L.),1
3739,SOCIETE D'EDITION DE PRESSE LOCALE (SEPL),1
3740,SOCIETE D'EDITION DE PRESSE REGIONALE SEPR,1
3741,SOCIETE D'EDITION DE REVUE,1
3743,SOCIETE D'EDITION DE REVUES NATIONALES SPECIALISEES - SERNAS,1
3744,SOCIETE D'EDITION DE TELEVISION PAR CABLE (SETC),1
3745,SOCIETE D'EDITION DES ELEVEURS DE BREBIS (SEEB),1
3746,SOCIETE D'EDITION DU FLOCON (SEDF),1
3638,SNUDI-FO DU VAL-DE-MARNE,1
3636,SNUDI-FO DE LA HAUTE-GARONNE,1
4095,SYNDICAT FO DES AGENTS EDF/GDF DU CENTRE SUD AQUITAINE,1
3537,SNEP- FSU ROUEN,1
3544,SNES - SECTION ACADEMIQUE DE CAEN,1
3543,SNES - FSU SECTION ACADEMIQUE DE NICE,1
3542,SNES -  SECTION ACADEMIQUE DE VERSAILLES,1
3541,SNES (Syndicat National des Enseignements de Second degré),1
3539,SNEP-FSU LIMOGES,1
3538,SNEP-FSU,1
3536,SNEP STRASBOURG,1
3525,SNEC CFTC,1
3535,SNEP FSU SECTION ACADEMIQUE NANCY-METZ,1
3534,SNEP FSU NICE,1
3533,SNEP FSU AQUITAINE,1
3532,SNEP FSU 94,1
3531,SNEP FSU 72,1
3529,SNEP - FSU,1
3545,SNES - SECTION ACADEMIQUE DE LILLE - S3 LILLE,1
3546,SNES - SYNDICAT NATIONAL DES ENSEIGNANTS DE SECOND DGRE,1
3547,SNES -FSU CRETEIL,1
3548,SNES 28,1
3549,SNES 65,1
3550,SNES ACADEMIE D'AMIENS,1
3551,SNES FSU,1
3552,SNES FSU - SECTION ACADEMIQUE DE BORDEAUX,1
3553,SNES FSU - SECTION ACADEMIQUE DE STRASBOURG,1
3554,SNES FSU - SECTION ACADÉMIQUE DE NANTES,1
3555,SNES FSU ACADÉMIE DE MONTPELLIER (S3),1
3556,SNES FSU DE CLERMONT FERRAND,1
3557,SNES FSU SECTION ACADEMIQUE,1
3558,SNES SECTION ACADEMIQUE,1
3559,SNES SECTION ACADEMIQUE DE CRETEIL,1
3560,SNES- SECTION ACADEMIQUE DE PARIS (SNES-FSU),1
3562,SNES-FSU HERAULT,1
3526,SNEC-CFTC 85,1
3524,SNEC 44 - CFTC,1
3635,SNUDI-FO DE LA GIRONDE,1
3497,SIGMA XI,1
3503,SKATING FRANCE,1
3502,SIÂN LLEWELLYN,1
3501,SITEUR PUBLICATIONS,1
3500,SILVER EDITIONS,1
3499,SILEX ID,1
3498,SILENCE ECOLOGIE ALTERNATIVES ET NON-VIOLENCE,1
3495,SIDE CAR CLUB FRANÇAIS,1
3523,SNE LORRAINE,1
3494,SIDACTION,1
3493,SI.EN-UNSA EDUCATION,1
3492,SHOES UP,1
3491,SHOEHOLIES MAGAZINE,1
3490,SHARE FRANCE,1
3489,SGEN-CFDT YVELINES,1
3504,SKI RANDO MAGAZINE,1
3506,SKY & TELESCOPE MEDIA LLC,1
3507,SKY ART MEDIA,1
3508,SKYDJINN,1
3509,SMARTECH PUBLICATIONS,1
3510,SMECI,1
3511,SMITHSONIAN ENTREPRISES,1
3512,SN CHRONIQUE EDITIONS,1
3513,SN FO LC ROUEN,1
3514,SNADEM,1
3515,SNALC,1
3516,SNALC DE PICARDIE,1
3517,SNAM - UNION NATIONALE DES SYNDICATS D'ARTISTES MUSICIENS DE FRANCE - CGT,1
3518,SNASUB / FSU,1
3519,SNCL - FAEN,1
3521,SNE 59,1
3522,SNE 83,1
3563,SNES/FSU - SECTION ACADEMIQUE DE BESANCON,1
3564,SNETAA-FO,1
3565,SNETAP-FSU,1
3610,SNU-IPP SECTION DE L'ARDECHE,1
3616,SNUDI - FO,1
3615,SNUCLIAS-FSU,1
3614,SNUAS-FP,1
3613,SNUACTE- FSU,1
3612,SNU-TEFI - SYNDICAT NATIONAL UNITAIRE TRAVAIL EMPLOI FORMATION INSERTION,1
3611,SNU-IPP SECTION DE L'INDRE,1
3609,SNU-IPP 09,1
3566,SNFOLC - SECTION ACADEMIQUE D'ORLEANS TOURS,1
3608,SNU IPP- FSU SOMME,1
3607,SNU IPP SAVOIE,1
3606,SNU IPP DES LANDES,1
3605,SNU IPP DE LA CREUSE,1
3604,SNU IPP AISNE,1
3603,SNU IPP 88,1
3617,SNUDI - FO  35,1
3618,SNUDI FO,1
3619,SNUDI FO - 62,1
3620,SNUDI FO - SECTION DE LA SARTHE,1
3621,SNUDI FO 53,1
3622,SNUDI FO 63,1
3623,SNUDI FO 67,1
3624,SNUDI FO 92,1
3625,SNUDI FO 93,1
3626,SNUDI FO DE L'AIN,1
3627,SNUDI FO DE L'ISERE,1
3628,"SNUDI FO DES CÔTES D'ARMOR -  Syndicat national unifié des directeurs, instituteurs et professeurs des écoles force ouvrière des Côtes-d'Armor",1
3630,SNUDI FORCE OUVRIERE 13,1
3631,SNUDI- FO PARIS,1
3632,SNUDI-FO 43,1
3633,SNUDI-FO 62,1
3634,SNUDI-FO D'EURE ET LOIR,1
3602,SNU IPP 85,1
3601,SNU IPP 83,1
3600,SNU IPP 79,1
2501,LE PAYSAN,1
3567,SNFOLC 77,1
3569,SNIA IPR UNSA,1
3570,SNICA - FORCE OUVRIERE,1
3571,SNIES UNSA EDUCATION,1
3572,SNIPAT,1
3573,SNLE,1
3574,SNP SOCIETE NEUCHATELOISE DE PRESSE,1
3575,SNPTES,1
3576,SNU - IPP 31,1
3577,SNU - IPP NORD,1
3578,SNU IP - FSU 24,1
3580,SNU IPP - FSU 30,1
3581,SNU IPP 01,1
3582,SNU IPP 04,1
3584,SNU IPP 14,1
3599,SNU IPP 64,1
3585,SNU IPP 16,1
3586,SNU IPP 19/ FSU,1
3587,SNU IPP 21,1
3588,SNU IPP 32,1
3589,SNU IPP 33,1
3590,SNU IPP 35,1
3591,SNU IPP 39,1
3592,SNU IPP 42,1
3593,SNU IPP 46,1
3594,SNU IPP 49,1
3595,SNU IPP 52,1
3596,SNU IPP 55,1
3597,SNU IPP 62,1
3598,SNU IPP 63,1
3784,SOCIETE D'ENTRAIDE DES ELEVES ET ANCIENS ELEVES DE L'ECOLE DES OFFICIERS DE LA GENDARMERIE NATIONALE,1
3785,SOCIETE D'ETUDES ET D' APPLICATION ECONOMIQUES (ETAPE),1
3786,SOCIETE D'ETUDES NUMISMATIQUES ET ARCHEOLOGIQUES,1
3999,STUDIO VENEZZIA MEDIAS,1
4005,SUD EDUCATION 66-11,1
4004,SUD EDUCATION 56,1
4003,SUD EDUCATION 53,1
4002,SUD EDUCATION 49,1
4001,SUD EDUCATION 29,1
4000,SUBJECTILE ART,1
3998,STUDIO OLIVIER PIROT EIRL,1
3990,STERN MEDIEN GmbH,1
3997,STUDIO MAG,1
3996,STUDIO GRAPHIQUES C. CHOPAT,1
3995,STUDIO ANNETTA LTD,1
3994,STUART PUBLISHING,1
3993,STREAM PUBLISHING LIMITED,1
3992,STRATEDIA,1
4006,SUD EDUCATION AQUITAINE,1
4007,SUD EDUCATION AVEYRON,1
4008,SUD EDUCATION BOUCHES DU RHONE,1
4009,SUD EDUCATION CALVADOS,1
4010,SUD EDUCATION CLERMONT-FERRAND,1
4011,SUD EDUCATION CRETEIL,1
4012,SUD EDUCATION HAUTE GARONNE,1
4013,SUD EDUCATION HERAULT,1
4014,SUD EDUCATION LOIRET,1
4015,SUD EDUCATION LORRAINE,1
4016,SUD EDUCATION NORD/PAS-DE-CALAIS,1
4017,SUD EDUCATION RHONE,1
4018,SUD EDUCATION SARTHE,1
4019,SUD EDUCATION SOMME,1
4020,SUD EDUCATION TARN,1
4021,SUD EDUCATION VENDÉE,1
4022,SUD EST PRESSE,1
3991,STORYTELLERS ET COMPAGNIE,1
3989,STEPHANE GLACIER L'EDITION,1
3787,SOCIETE D'ETUDES ORNITHOLOGIQUES DE France,1
3961,SOS SAHEL INTERNATIONAL FRANCE,1
3968,SOUS LES ARCADES,1
3967,SOURCES VIVES DE JERUSALEM,1
3966,SOURCES MANAGEMENT,1
3965,SOURCE INTERLINK MEDIA INC,1
3963,SOS VILLAGES D'ENFANTS,1
3962,SOS TOUT-PETITS,1
3960,SORET,1
3988,"STE SEPODS  SOCIETE D'EDITION DE PRESSE, OUVRAGES ET DOCUMENTATIONS SPECIALISES",1
3959,SOPRESCO,1
3957,SOPIP SPA CA,1
3952,SONO MEDIA,1
3951,SOLIDARITES INTERNATIONAL,1
3950,SOLIDARITE SOCIALISTE FEDERATION DEPARTEMENTALE DE L'INDRE DU PARTI SOCIALISTE,1
3949,SOLIDARITE FRANCISCAINE,1
3969,SPA ORAN - PRESSE,1
3970,SPAIN MEDIA CONSULTING,1
3971,SPAM - SOCIETE DE PRESSE DE L'AGGLOMERATION DE MONTPELLIER,1
3973,SPEK - SOCIETE DE PRESSE ET D'EDITION DE LA KINESITHERAPIE,1
3974,SPELC 33,1
3975,SPELEO MAGAZINE,1
3976,SPFC - ACIP,1
3977,SPIEGEL VERLAG,1
3978,SPIKE ART MAGAZINE OG,1
3979,SPONSORING.FR,1
3980,SPORT PUBLICATIONS,1
3981,SPORT STRATEGIES,1
3982,SPORT SUD EDITION,1
3984,STADL MEDIA GmbH,1
3985,STANCE KITEBOARDING ATTITUDE,1
3986,STAR TM PUBLISHING,1
3987,STARDUST EDITIONS,1
4023,SUD RAIL PARIS SAINT LAZARE,1
4024,SUDDEUTSCHE ZEITUNG GMBH,1
4025,SUNDI - FO DES DEUX SÈVRES,1
4069,SYNDICAT DEPARTEMENTAL SNUDI-FO DU RHÔNE,1
4075,SYNDICAT DES ENSEIGNANTS - SE-UNSA - SECTION DU CHER,1
4074,SYNDICAT DES ENSEIGNANTS - ( SE UNSA ) - SECTION DE L'AIN,1
4073,SYNDICAT DES ENSEIGNANTS (SE-UNSA) SECTION DU BAS-RHIN,1
4072,SYNDICAT DES ENSEIGNANT( SE-UNSA ) ACADEMIE DE LILLE,1
4071,SYNDICAT DES CADRES DE LA SECURITE INTERIEURE,1
4070,SYNDICAT DES  CHEMINOTS CGT DE TOULOUSE - SECTION DES RETRAITES,1
4068,SYNDICAT DEPARTEMENTAL CFTC FONCTION PUBLIQUE TERRITORIALE 44,1
4026,SUPPLY CHAIN MAGAZINE,1
4067,SYNDICAT DE PARIS DU SYNDICAT NATIONAL FORCE OUVRIERE DES LYCEES ET COLLEGES,1
4066,SYNDICAT DE LA METALLURGIE D'ILE-DE-FRANCE CFE-CGC,1
4065,SYNDICAT DE L'ENSEIGNEMENT PRIVE DU MORBIHAN CFDT,1
4064,SYNDICAT DE L'ENSEIGNEMENT PRIVE DE VENDEE (SEP-CFDT),1
4063,SYNDICAT DE L'ENSEIGNEMENT PRIVE DE L'ACADEMIE DE CRETEIL (CRÉSEP),1
4062,SYNDICAT DE L'ARCHITECTURE,1
4076,SYNDICAT DES ENSEIGNANTS - SECTION DU VAL D'OISE,1
4077,SYNDICAT DES ENSEIGNANTS - UNSA,1
4078,SYNDICAT DES ENSEIGNANTS - UNSA - SECTION DE L'ALLIER,1
4079,SYNDICAT DES ENSEIGNANTS - UNSA - SECTION DE L'ARDECHE (SE-UNSA 07),1
4080,SYNDICAT DES ENSEIGNANTS - UNSA 11,1
4081,SYNDICAT DES ENSEIGNANTS - UNSA 91,1
4082,SYNDICAT DES ENSEIGNANTS DE L'UNSA ( SE-UNSA  MARTINIQUE ),1
4083,SYNDICAT DES ENSEIGNANTS FE-UNSA - SECTION DU VAR,1
4084,SYNDICAT DES ENSEIGNANTS FEN-UNSA,1
4085,SYNDICAT DES ENSEIGNANTS SE-UNSA - SECTION DE L'ORNE,1
4087,SYNDICAT DES ENSEIGNANTS UNSA SECTION DE LA HAUTE-LOIRE,1
4089,SYNDICAT DES ENSEIGNEMENTS - UNSA - SECTION DÉPARTEMENTALE DE VAUCLUSE,1
